player_name,number,position,club,league,played,goals,assists,yellow_cards,second_yellows,red_cards,conceded,clean_sheets,minutes
Mauro Arambarri,#18,Central Midfield,Getafe,LaLiga,7,-,-,2,-,-,,,557'
Djené,#2,Centre-Back,Getafe,LaLiga,10,-,-,2,-,1,,,867'
Nemanja Maksimovic,#20,Defensive Midfield,Getafe,LaLiga,10,-,1,1,-,-,,,852'
Carles Aleñá,#11,Central Midfield,Getafe,LaLiga,9,-,2,4,-,1,,,647'
Mathí­as Olivera,#17,Left-Back,Getafe,LaLiga,10,-,-,3,-,-,,,865'
José Campaña,#24,Central Midfield,Levante,LaLiga,4,1,-,2,-,-,,,306'
Jakub Jankto,#16,Left Midfield,Getafe,LaLiga,4,-,-,-,-,-,,,238'
José Macías,#9,Centre-Forward,Getafe,LaLiga,7,-,-,1,-,-,,,197'
David Soria,#13,Goalkeeper,Getafe,LaLiga,10,-,,1,-,-,16,1,900'
Enes Ünal,#10,Centre-Forward,Getafe,LaLiga,10,-,-,2,-,-,,,531'
José Luis Morales,#11,Centre-Forward,Levante,LaLiga,10,4,-,3,-,-,,,756'
Landry Dimata,#18,Centre-Forward,Espanyol,LaLiga,9,-,-,-,-,-,,,261'
Jorge Cuenca,#15,Centre-Back,Getafe,LaLiga,7,-,-,1,-,-,,,630'
Rubén García,#14,Right Winger,CA Osasuna,LaLiga,10,-,1,-,-,-,,,714'
Manu Sánchez,#39,Left-Back,CA Osasuna,LaLiga,9,1,2,2,-,-,,,632'
David García,#5,Centre-Back,CA Osasuna,LaLiga,10,2,-,3,-,-,,,900'
Germán Pezzella,#16,Centre-Back,Real Betis,LaLiga,5,-,-,1,-,1,,,424'
Sergio Herrera,#1,Goalkeeper,CA Osasuna,LaLiga,10,-,,2,-,-,13,4,900'
Roberto Torres,#10,Attacking Midfield,CA Osasuna,LaLiga,7,2,2,2,-,-,,,387'
Javi Ontiveros,#19,Left Winger,CA Osasuna,LaLiga,2,-,-,-,-,-,,,25'
Joselu,#9,Centre-Forward,Alavés,LaLiga,10,3,-,-,-,-,,,779'
Fernando Pacheco,#1,Goalkeeper,Alavés,LaLiga,9,-,,1,-,-,11,3,804'
Florian Lejeune,#22,Centre-Back,Alavés,LaLiga,4,-,-,2,-,-,,,360'
Víctor Laguardia,#5,Centre-Back,Alavés,LaLiga,9,1,1,1,-,-,,,810'
Rubén Duarte,#3,Left-Back,Alavés,LaLiga,9,-,1,2,1,-,,,762'
Manu García,#14,Attacking Midfield,Alavés,LaLiga,9,-,-,1,-,-,,,381'
Florentino,#5,Defensive Midfield,Getafe,LaLiga,6,-,-,-,-,-,,,494'
Pere Pons,#20,Defensive Midfield,Alavés,LaLiga,5,-,-,-,-,-,,,279'
Matt Miazga,#4,Centre-Back,Alavés,LaLiga,7,-,-,2,-,-,,,544'
Antonio Blanco,#6,Defensive Midfield,RM Castilla,Primera Div. R.F.E.F. - Gr. II,4,-,-,1,-,-,,,360'
Chimy Ávila,#9,Centre-Forward,CA Osasuna,LaLiga,10,2,-,2,-,-,,,285'
Diego Rico,#15,Left-Back,Real Sociedad,,,,,,,,,,
Robert Navarro,#29,Attacking Midfield,Real Sociedad,LaLiga,4,-,-,-,-,-,,,173'
Jon Guridi,#14,Central Midfield,Real Sociedad,LaLiga,1,-,-,-,-,-,,,9'
Luis Rioja,#11,Left Winger,Alavés,LaLiga,10,-,-,1,-,-,,,816'
Julen Lobete,#11,Centre-Forward,Real Sociedad B,LaLiga,8,2,-,-,-,-,,,240'
Jon Pacheco,#12,Centre-Back,Real Sociedad B,LaLiga,3,-,-,1,-,-,,,38'
Takefusa Kubo,#17,Right Winger,RCD Mallorca,LaLiga,6,-,-,1,-,-,,,415'
Kang-in Lee,#19,Attacking Midfield,RCD Mallorca,LaLiga,7,1,1,-,1,-,,,387'
Alberto Moreno,#18,Left-Back,Villarreal,LaLiga,9,1,-,2,-,-,,,453'
Matthew Hoppe,#25,Centre-Forward,RCD Mallorca,LaLiga,2,-,1,-,-,-,,,89'
Amath Ndiaye,#23,Left Winger,RCD Mallorca,LaLiga,7,-,1,3,-,-,,,379'
Pablo Maffeo,#15,Right-Back,RCD Mallorca,LaLiga,8,-,1,1,-,-,,,667'
Ángel Rodríguez,#22,Centre-Forward,RCD Mallorca,LaLiga,5,1,-,1,-,-,,,224'
Joseba Zaldua,#2,Right-Back,Real Sociedad,LaLiga,7,-,-,1,-,-,,,317'
Iñigo Ruiz de Galarreta,#4,Central Midfield,RCD Mallorca,LaLiga,8,-,-,1,-,-,,,465'
Antonio Raíllo,#21,Centre-Back,RCD Mallorca,LaLiga,1,-,-,-,-,-,,,90'
Ante Budimir,#17,Centre-Forward,CA Osasuna,LaLiga,2,-,-,-,-,-,,,88'
Darío Benedetto,#18,Centre-Forward,Elche CF,LaLiga,10,2,-,1,-,-,,,525'
Omar Mascarell,#21,Defensive Midfield,Elche CF,LaLiga,8,-,-,3,-,-,,,598'
Lucas Boyé,#9,Centre-Forward,Elche CF,LaLiga,8,2,-,-,-,-,,,549'
Lucas Pérez,#12,Centre-Forward,Elche CF,LaLiga,8,2,-,-,-,-,,,454'
Rodrigo Battaglia,#16,Central Midfield,RCD Mallorca,LaLiga,8,-,-,1,1,-,,,224'
Édgar Badía,#13,Goalkeeper,Elche CF,LaLiga,-,-,,-,-,-,-,-,-
Fidel,#16,Left Winger,Elche CF,LaLiga,10,-,2,2,-,-,,,829'
Martin Valjent,#24,Centre-Back,RCD Mallorca,LaLiga,10,-,-,-,-,-,,,887'
Jon Moncayola,#7,Central Midfield,CA Osasuna,LaLiga,9,1,1,2,-,-,,,674'
Carlos Soler,#10,Central Midfield,Valencia,LaLiga,7,3,2,2,-,-,,,502'
Guido Carrillo,#7,Centre-Forward,Elche CF,LaLiga,9,-,-,-,-,-,,,222'
Gonçalo Guedes,#7,Left Winger,Valencia,LaLiga,10,3,2,-,-,-,,,811'
Maxi Gómez,#9,Centre-Forward,Valencia,LaLiga,9,1,1,3,1,-,,,743'
Gabriel Paulista,#5,Centre-Back,Valencia,LaLiga,10,-,1,1,-,-,,,900'
Yunus Musah,#4,Right Winger,Valencia,LaLiga,7,-,-,-,-,-,,,310'
Hélder Costa,#11,Right Winger,Valencia,LaLiga,4,-,-,-,-,-,,,110'
José Gayà,#14,Left-Back,Valencia,LaLiga,6,2,1,2,-,-,,,495'
Uros Racic,#8,Defensive Midfield,Valencia,LaLiga,6,-,-,-,-,-,,,201'
Mouctar Diakhaby,#12,Centre-Back,Valencia,LaLiga,8,-,-,4,-,-,,,225'
Hugo Guillamón,#6,Centre-Back,Valencia,LaLiga,8,-,-,2,-,1,,,594'
Manu Vallejo,#21,Centre-Forward,Valencia,LaLiga,6,-,-,2,-,-,,,62'
Cristian Tello,#11,Left Winger,Real Betis,LaLiga,6,-,-,-,-,-,,,205'
Youssouf Sabaly,#23,Right-Back,Real Betis,,,,,,,,,,
Álex Moreno,#15,Left-Back,Real Betis,LaLiga,7,1,1,-,-,-,,,508'
Juan Miranda,#33,Left-Back,Real Betis,LaLiga,4,-,-,1,-,-,,,328'
Joel Robles,#1,Goalkeeper,Real Betis,,,,,,,,,,
Juanmi,#7,Right Winger,Real Betis,LaLiga,8,3,1,2,-,-,,,425'
Iván Marcone,#23,Defensive Midfield,Elche CF,LaLiga,6,-,-,-,-,-,,,334'
Martín Montoya,#2,Right-Back,Real Betis,LaLiga,4,-,1,2,-,-,,,338'
Aitor Ruibal,#24,Right Winger,Real Betis,LaLiga,5,-,-,2,-,-,,,280'
Joaquín,#17,Right Winger,Real Betis,LaLiga,6,-,1,-,-,-,,,84'
Enzo Roco,#3,Centre-Back,Elche CF,LaLiga,9,1,-,2,-,-,,,686'
José Mari,#6,Defensive Midfield,Cádiz CF,,,,,,,,,,
Víctor Chust,#32,Centre-Back,Cádiz CF,LaLiga,5,-,-,-,-,-,,,324'
Milutin Osmajic,#29,Centre-Forward,Cádiz CF,LaLiga,6,-,-,-,-,-,,,162'
Daniel Wass,#18,Central Midfield,Valencia,LaLiga,10,1,1,2,-,-,,,845'
Álvaro Jiménez,#11,Right Winger,Cádiz CF,LaLiga,7,-,-,-,-,-,,,179'
Pepelu,#8,Defensive Midfield,Levante,LaLiga,5,-,-,2,-,-,,,318'
Jorge Miramón,#20,Right-Back,Levante,LaLiga,9,-,-,2,-,-,,,722'
Nikola Vukcevic,#17,Defensive Midfield,Levante,LaLiga,2,-,-,-,-,-,,,33'
Dani Gómez,#21,Centre-Forward,Levante,LaLiga,7,-,1,-,-,-,,,236'
Roberto Soldado,#16,Centre-Forward,Levante,LaLiga,3,-,-,1,-,-,,,197'
Álvaro Bastida,#27,Central Midfield,Cádiz B,LaLiga,2,-,-,1,-,-,,,139'
Facundo Pellistri,#18,Right Winger,Alavés,LaLiga,10,-,-,-,-,-,,,402'
Rober Pier,#4,Centre-Back,Levante,LaLiga,8,1,-,1,-,-,,,508'
Coke,#23,Right-Back,Levante,LaLiga,1,-,-,-,-,-,,,4'
Óscar Duarte,#6,Centre-Back,Levante,LaLiga,4,-,-,1,-,-,,,347'
Jaime Mata,#7,Centre-Forward,Getafe,LaLiga,8,-,-,1,-,-,,,357'
Sandro Ramírez,#12,Centre-Forward,Getafe,LaLiga,8,2,-,2,-,-,,,474'
Vitolo,#8,Left Winger,Getafe,LaLiga,4,-,-,-,-,-,,,195'
Erick Cabaco,#3,Centre-Back,Getafe,LaLiga,1,-,-,1,1,-,,,76'
Allan Nyom,#4,Right-Back,Getafe,LaLiga,1,-,-,-,-,-,,,6'
Martín Calderón,#28,Central Midfield,Cádiz CF,LaLiga,4,-,-,1,-,-,,,47'
Nacho Monreal,#20,Left-Back,Real Sociedad,,,,,,,,,,
Damián Suárez,#22,Right-Back,Getafe,LaLiga,9,-,-,4,-,-,,,696'
David Timor,#24,Defensive Midfield,Getafe,LaLiga,6,-,-,2,-,-,,,317'
Jonathan Silva,#14,Left-Back,Getafe,LaLiga,5,-,-,1,-,-,,,106'
Chema,#6,Centre-Back,Getafe,LaLiga,1,-,-,1,-,-,,,45'
Aridane Hernández,#23,Centre-Back,CA Osasuna,LaLiga,6,-,-,1,-,-,,,520'
Kike Barja,#11,Right Winger,CA Osasuna,LaLiga,2,-,-,1,-,-,,,128'
Raúl Guti,#8,Central Midfield,Elche CF,LaLiga,11,-,-,1,-,-,,,823'
Sergio Postigo,#15,Centre-Back,Levante,LaLiga,3,-,-,1,-,-,,,186'
Lucas Torró,#24,Defensive Midfield,CA Osasuna,LaLiga,9,1,-,4,-,-,,,766'
Nacho Vidal,#2,Right-Back,CA Osasuna,LaLiga,10,-,-,1,-,-,,,817'
Stefan Mitrovic,#23,Centre-Back,Getafe,LaLiga,6,1,-,-,-,-,,,383'
Darko Brasanac,#8,Central Midfield,CA Osasuna,LaLiga,10,-,1,2,-,-,,,880'
Kike García,#18,Centre-Forward,CA Osasuna,LaLiga,10,2,-,-,-,-,,,709'
Javi Martínez,#28,Attacking Midfield,CA Osasuna,LaLiga,8,1,-,1,-,-,,,248'
Jonás Ramalho,#15,Centre-Back,CA Osasuna,LaLiga,-,-,-,-,-,-,,,-
Unai López,#12,Central Midfield,Rayo Vallecano,LaLiga,7,-,-,1,-,-,,,292'
Víctor Ruiz,#6,Centre-Back,Real Betis,LaLiga,5,-,-,-,-,-,,,367'
Sergi Guardiola,#16,Centre-Forward,Rayo Vallecano,LaLiga,6,1,2,1,-,-,,,185'
Fran García,#33,Left-Back,Rayo Vallecano,LaLiga,10,-,-,2,-,-,,,900'
Kévin Rodrigues,#19,Left-Back,Rayo Vallecano,LaLiga,3,-,-,-,-,-,,,34'
Santi Comesaña,#6,Central Midfield,Rayo Vallecano,LaLiga,10,1,1,3,-,-,,,748'
Alejandro Catena,#5,Centre-Back,Rayo Vallecano,LaLiga,10,-,1,1,-,-,,,900'
Álvaro García,#18,Left Winger,Rayo Vallecano,LaLiga,10,4,-,3,-,-,,,812'
Radamel Falcao,#3,Centre-Forward,Rayo Vallecano,LaLiga,5,3,-,1,-,-,,,173'
Martín Merquelanz,#17,Left Winger,Rayo Vallecano,LaLiga,4,-,-,-,-,-,,,177'
José Pozo,#22,Attacking Midfield,Rayo Vallecano,LaLiga,1,-,-,-,-,-,,,2'
Martín Aguirregabiria,#21,Right-Back,Alavés,LaLiga,5,-,-,-,-,-,,,370'
Mamadou Loum,#6,Defensive Midfield,Alavés,LaLiga,10,1,-,2,-,-,,,598'
Edgar Méndez,#17,Right Winger,Alavés,LaLiga,6,-,-,-,-,-,,,215'
Ximo Navarro,#23,Right-Back,Alavés,LaLiga,8,-,-,4,-,-,,,690'
Mamadou Sylla,#7,Centre-Forward,Alavés,LaLiga,6,-,-,1,-,-,,,248'
John Guidetti,#10,Centre-Forward,Alavés,LaLiga,6,-,1,-,-,-,,,237'
Tomás Pina,#8,Central Midfield,Alavés,LaLiga,10,-,-,1,-,-,,,535'
Antonio Sivera,#13,Goalkeeper,Alavés,LaLiga,2,-,,-,-,-,2,1,96'
Iván Martín,#19,Attacking Midfield,Alavés,LaLiga,3,-,-,-,-,-,,,73'
Tachi,#2,Centre-Back,Alavés,LaLiga,2,-,-,-,-,-,,,97'
Cote,#16,Left-Back,CA Osasuna,LaLiga,6,1,1,-,-,1,,,177'
Unai García,#4,Centre-Back,CA Osasuna,LaLiga,5,-,-,3,-,-,,,380'
Jaume Costa,#18,Left-Back,RCD Mallorca,LaLiga,5,-,-,1,-,-,,,305'
Abdón Prats,#9,Centre-Forward,RCD Mallorca,LaLiga,6,-,-,-,-,-,,,152'
Joan Sastre,#2,Right-Back,RCD Mallorca,LaLiga,5,-,-,1,-,-,,,246'
Lago Júnior,#11,Left Winger,RCD Mallorca,LaLiga,6,-,-,-,-,-,,,173'
Iddrisu Baba,#12,Central Midfield,RCD Mallorca,LaLiga,10,1,-,3,-,-,,,739'
Dani Rodríguez,#14,Attacking Midfield,RCD Mallorca,LaLiga,9,2,1,2,-,-,,,795'
Aleix Febas,#6,Central Midfield,RCD Mallorca,LaLiga,3,-,-,1,-,-,,,95'
Dominik Greif,#13,Goalkeeper,RCD Mallorca,LaLiga,1,-,,-,-,-,3,-,90'
Jordi Mboula,#7,Right Winger,RCD Mallorca,LaLiga,7,-,-,1,-,-,,,302'
Brian Oliván,#3,Left-Back,RCD Mallorca,LaLiga,10,1,-,2,-,-,,,811'
Johan Mojica,#22,Left-Back,Elche CF,LaLiga,11,1,1,1,-,-,,,904'
Pere Milla,#10,Second Striker,Elche CF,LaLiga,9,-,-,-,-,-,,,273'
Javier Pastore,#15,Attacking Midfield,Elche CF,LaLiga,5,-,-,-,-,-,,,149'
Axel Werner,#25,Goalkeeper,Elche CF,LaLiga,-,-,,-,-,-,-,-,-
Tete Morente,#11,Left Winger,Elche CF,LaLiga,6,-,-,-,-,-,,,191'
Pablo Piatti,#20,Left Winger,Elche CF,LaLiga,3,-,-,-,-,-,,,175'
Pedro Bigas,#6,Centre-Back,Elche CF,LaLiga,6,-,-,1,-,-,,,504'
Helibelton Palacios,#14,Right-Back,Elche CF,LaLiga,9,-,-,2,-,-,,,591'
Josema,#24,Centre-Back,Elche CF,LaLiga,3,-,-,-,-,-,,,137'
Gerard Gumbau,#2,Defensive Midfield,Elche CF,LaLiga,6,-,-,1,-,-,,,205'
Josan,#17,Right Winger,Elche CF,LaLiga,6,-,1,1,-,-,,,352'
Thierry Correia,#2,Right-Back,Valencia,LaLiga,5,-,-,1,-,-,,,383'
Hernâni,,Right Winger,Without Club,LaLiga,-,-,-,-,-,-,,,-
Hugo Duro,#19,Centre-Forward,Valencia,LaLiga,8,2,-,-,-,-,,,497'
Jasper Cillessen,#13,Goalkeeper,Valencia,LaLiga,4,-,,-,-,-,6,1,360'
Jaume Doménech,#1,Goalkeeper,Valencia,LaLiga,-,-,,1,-,-,-,-,-
Omar Alderete,#15,Centre-Back,Valencia,LaLiga,9,1,-,5,-,-,,,677'
Juan Cruz,#3,Left-Back,CA Osasuna,LaLiga,2,-,-,-,-,-,,,101'
Marcos André,#22,Centre-Forward,Valencia,LaLiga,8,1,1,-,-,-,,,239'
Jason,#23,Right Winger,Valencia,LaLiga,5,-,-,2,-,-,,,71'
Toni Lato,#3,Left-Back,Valencia,LaLiga,4,-,-,1,-,-,,,317'
Cristiano Piccini,#24,Right-Back,Valencia,,,,,,,,,,
Denis Cheryshev,#17,Left Winger,Valencia,LaLiga,5,-,2,-,-,-,,,317'
Andrés Guardado,#18,Central Midfield,Real Betis,LaLiga,8,-,-,1,-,-,,,380'
Víctor Camarasa,#22,Central Midfield,Real Betis,LaLiga,5,-,-,-,-,-,,,88'
Paul Akouokou,#4,Defensive Midfield,Real Betis,Europa League,1,-,-,1,-,-,,,57'
Rober González,#27,Right Winger,Real Betis,Europa League,2,-,-,-,-,-,,,17'
Iván Arboleda,#25,Goalkeeper,Rayo Vallecano,LaLiga,-,-,,-,-,-,-,-,-
Edgar González,#3,Centre-Back,Real Betis,LaLiga,8,-,1,5,-,-,,,713'
Dimitri Foulquier,#20,Right-Back,Valencia,LaLiga,9,-,-,2,-,-,,,735'
Claudio Bravo,#25,Goalkeeper,Real Betis,LaLiga,4,-,,1,-,-,5,1,360'
Saúl García,#12,Left-Back,Alavés,LaLiga,1,-,-,-,-,-,,,3'
Rodri Sánchez,#28,Attacking Midfield,Real Betis,LaLiga,8,1,1,-,-,-,,,472'
Son,#2,Right-Back,Levante,LaLiga,3,-,-,-,-,-,,,195'
Pablo Martínez,#25,Central Midfield,Levante,LaLiga,10,-,1,2,-,-,,,562'
Álex Blesa,#7,Central Midfield,Levante,LaLiga,-,-,-,-,-,-,,,-
Darío Poveda,#19,Centre-Forward,Getafe,LaLiga,6,-,-,-,-,-,,,86'
Diego Conde,#27,Goalkeeper,Getafe,LaLiga,-,-,,-,-,-,-,-,-
Jaume Grau,#12,Central Midfield,CA Osasuna,LaLiga,1,-,-,-,-,-,,,2'
Enric Franquesa,#3,Left-Back,Levante,LaLiga,5,-,-,-,-,-,,,168'
Oier Sanjurjo,#6,Defensive Midfield,CA Osasuna,LaLiga,8,-,-,2,-,-,,,299'
Iñigo Pérez,#21,Central Midfield,CA Osasuna,LaLiga,3,1,-,-,-,-,,,81'
Juan Pérez,#13,Goalkeeper,CA Osasuna,LaLiga,-,-,,-,-,-,-,-,-
Dani Cárdenas,#34,Goalkeeper,Levante,LaLiga,3,-,,-,-,-,4,-,270'
Jesús Areso,#32,Right-Back,CA Osasuna,LaLiga,1,-,-,-,-,-,,,83'
Rober Ibáñez,#22,Right Winger,CA Osasuna,LaLiga,3,-,-,-,-,-,,,80'
Nikola Maras,#2,Centre-Back,Rayo Vallecano,LaLiga,4,-,-,1,-,-,,,191'
Isi Palazón,#7,Right Winger,Rayo Vallecano,LaLiga,10,1,-,1,-,-,,,663'
Andrés Martín,#11,Centre-Forward,Rayo Vallecano,LaLiga,3,-,-,-,-,-,,,113'
Randy Nteka,#9,Attacking Midfield,Rayo Vallecano,LaLiga,10,3,2,-,-,-,,,512'
Stole Dimitrievski,#13,Goalkeeper,Rayo Vallecano,LaLiga,10,-,,-,-,-,12,2,881'
Luca Zidane,#1,Goalkeeper,Rayo Vallecano,LaLiga,1,-,,-,-,1,-,1,16'
Juan Iglesias,#21,Right-Back,Getafe,LaLiga,7,-,-,-,-,-,,,277'
Fer Niño,#26,Centre-Forward,RCD Mallorca,LaLiga,8,2,-,2,-,-,,,448'
Óscar Trejo,#8,Attacking Midfield,Rayo Vallecano,LaLiga,9,2,5,3,-,-,,,601'
Óscar Valentín,#23,Central Midfield,Rayo Vallecano,LaLiga,8,-,-,-,-,-,,,413'
Miguel de la Fuente,#24,Centre-Forward,Alavés,LaLiga,6,-,1,-,-,-,,,221'
Toni Moya,#15,Central Midfield,Alavés,LaLiga,9,-,-,1,-,-,,,448'
Antonio Sánchez,#10,Central Midfield,RCD Mallorca,LaLiga,2,-,-,-,-,-,,,116'
Aleksandar Sedlar,#20,Centre-Back,RCD Mallorca,LaLiga,3,-,-,2,-,-,,,134'
Franco Russo,#5,Centre-Back,RCD Mallorca,LaLiga,5,-,-,-,-,-,,,405'
Salva Sevilla,#8,Central Midfield,RCD Mallorca,LaLiga,6,-,2,-,-,-,,,355'
Leo Román,#31,"Jun 30, 2024",RCD Mallorca,LaLiga,-,-,,-,-,-,-,-,-
Manolo Reina,#1,Goalkeeper,RCD Mallorca,LaLiga,9,-,,-,-,-,12,4,810'
Barbero,#20,Centre-Forward,CA Osasuna,LaLiga,2,-,-,-,-,-,,,8'
Rubén Yáñez,#1,Goalkeeper,Getafe,LaLiga,-,-,,-,-,-,-,-,-
Kiko Casilla,#1,Goalkeeper,Elche CF,LaLiga,11,-,,3,-,-,13,3,990'
Iván Balliu,#20,Right-Back,Rayo Vallecano,LaLiga,9,-,1,5,-,-,,,810'
Giorgi Mamardashvili,#28,Goalkeeper,Valencia,LaLiga,6,-,,-,-,-,7,2,540'
Koba Koindredi,#17,Central Midfield,Valencia B,LaLiga,1,-,-,-,-,-,,,23'
Cristian Rivero,#25,Goalkeeper,Valencia,LaLiga,-,-,,-,-,-,-,-,-
Yacine Qasmi,#14,Centre-Forward,Rayo Vallecano,LaLiga,1,-,-,-,-,-,,,3'
Álex Blanco,#16,Left Winger,Valencia,LaLiga,-,-,-,-,-,-,,,-
Pathé Ciss,#21,Central Midfield,Rayo Vallecano,LaLiga,10,1,1,3,-,-,,,459'
Javi López,#27,Left-Back,Alavés,LaLiga,2,-,-,-,-,-,,,104'
Mario Hernández,#32,Right-Back,Rayo Vallecano,LaLiga,2,1,-,-,-,-,,,119'
Sergio Moreno,#29,Centre-Forward,Rayo Vallecano,LaLiga,-,-,-,-,-,-,,,-
Diego González,#4,Centre-Back,Elche CF,LaLiga,8,-,-,1,-,-,,,487'
Mario Suárez,#4,Defensive Midfield,Rayo Vallecano,LaLiga,2,-,-,-,-,-,,,91'
Esteban Saveljich,#24,Centre-Back,Rayo Vallecano,LaLiga,7,-,-,1,-,-,,,593'
Antonio Barragán,#19,Right-Back,Elche CF,LaLiga,4,-,-,1,-,-,,,267'
Alejandro Cantero,#29,"Jun 30, 2023",Levante,LaLiga,8,-,-,1,-,-,,,225'
Gonzalo Verdú,#5,Centre-Back,Elche CF,LaLiga,8,-,-,6,-,-,,,645'
Bebé,#10,Left Winger,Rayo Vallecano,LaLiga,8,-,2,1,-,-,,,136'
