player_id,player_name,number,position,club,league,played,goals,assists,yellow_cards,second_yellows,red_cards,conceded,clean_sheets,minutes
342229,Kylian Mbappé,#10,Forward,Real Madrid,La Liga,3,4,-,-,-,-,,,270'
581678,Jude Bellingham,#5,Midfield,Real Madrid,La Liga,3,2,3,-,-,-,,,245'
371998,Vinicius Junior,#7,Forward,Real Madrid,La Liga,3,1,2,1,-,-,,,264'
1390649,Yan Diomande,#25,Forward,Real Madrid,La Liga,3,-,-,-,-,-,,,57'
861410,Arda Güler,#15,Midfield,Real Madrid,La Liga,3,1,1,-,-,-,,,145'
369081,Federico Valverde,#8,Midfield,Real Madrid,La Liga,3,-,1,-,-,-,,,257'
413112,Aurélien Tchouaméni,#14,Midfield,Real Madrid,La Liga,,,,,,,,,
890290,Dean Huijsen,#4,Defender,Real Madrid,La Liga,3,-,-,-,-,-,,,270'
314353,Trent Alexander-Arnold,#12,Defender,Real Madrid,La Liga,2,-,1,-,-,-,,,100'
284857,Marc Cucurella,#17,Defender,Real Madrid,La Liga,3,-,-,-,-,-,,,161'
811778,Álvaro Carreras,#18,Defender,Real Madrid,La Liga,2,-,-,1,-,-,,,109'
640428,Eduardo Camavinga,#6,Midfield,Real Madrid,La Liga,3,-,-,1,-,-,,,112'
357119,Ibrahima Konaté,#16,Defender,Real Madrid,La Liga,2,-,-,1,-,-,,,180'
412363,Rodrygo,#11,Forward,Real Madrid,La Liga,,,,,,,,,
971570,Endrick,#9,Forward,Real Madrid,La Liga,,,,,,,,,
314678,Brahim Díaz,#21,Forward,Real Madrid,La Liga,2,-,-,-,-,-,,,77'
321528,Denzel Dumfries,#24,Defender,Real Madrid,La Liga,2,-,-,-,-,-,,,170'
241641,Bernardo Silva,#20,Midfield,Real Madrid,La Liga,3,-,-,-,-,-,,,179'
1063338,Carlos Espí,#19,Forward,Real Madrid,La Liga,2,1,-,-,-,-,,,14'
401530,Éder Militão,#3,Defender,Real Madrid,La Liga,,,,,,,,,
1375227,Thiago Pitarch,#27,Midfield,Real Madrid,La Liga,,,,,,,,,
935245,Raúl Asencio,#2,Defender,Real Madrid,La Liga,,,,,,,,,
108390,Thibaut Courtois,#1,Goalkeeper,Real Madrid,La Liga,3,-,,-,-,-,2,1,270'
404839,Andriy Lunin,#13,Goalkeeper,Real Madrid,La Liga,,,,,,,,,
1186235,Jorge Cestero,#29,Midfield,Real Madrid,La Liga,,,,,,,,,
86202,Antonio Rüdiger,#22,Defender,Real Madrid,La Liga,1,-,-,-,-,-,,,90'
291417,Ferland Mendy,#23,Defender,Real Madrid,La Liga,,,,,,,,,
576024,Julián Alvarez,#19,Forward,Atlético de Madrid,La Liga,1,-,-,-,-,-,,,24'
775605,Pablo Barrios,#8,Midfield,Atlético de Madrid,La Liga,3,-,1,-,-,-,,,204'
355915,Cristian Romero,#21,Defender,Atlético de Madrid,La Liga,,,,,,,,,
461496,Morten Hjulmand,#23,Midfield,Atlético de Madrid,La Liga,3,-,-,1,-,-,,,187'
742201,Giuliano Simeone,#20,Forward,Atlético de Madrid,La Liga,3,1,1,-,-,-,,,213'
548111,Álex Baena,#10,Forward,Atlético de Madrid,La Liga,3,3,1,1,-,-,,,163'
406040,Ademola Lookman,#11,Forward,Atlético de Madrid,La Liga,3,1,-,-,-,-,,,235'
844637,Marc Pubill,#18,Defender,Atlético de Madrid,La Liga,2,1,-,1,-,-,,,156'
404418,Dávid Hancko,#17,Defender,Atlético de Madrid,La Liga,3,-,1,1,-,-,,,270'
557149,Kang-in Lee,#7,Midfield,Atlético de Madrid,La Liga,3,1,1,-,-,-,,,171'
351809,Robin Le Normand,#24,Defender,Atlético de Madrid,La Liga,2,-,-,-,-,1,,,166'
689505,Johnny Cardoso,#5,Midfield,Atlético de Madrid,La Liga,1,-,-,-,-,-,,,5'
282411,Marcos Llorente,#14,Defender,Atlético de Madrid,La Liga,3,-,1,1,-,-,,,135'
193082,Alejandro Grimaldo,#22,Defender,Atlético de Madrid,La Liga,2,-,-,-,-,-,,,180'
961297,Rodrigo Mendoza,#4,Midfield,Atlético de Madrid,La Liga,3,-,-,-,-,-,,,107'
238407,Alexander Sørloth,#9,Forward,Atlético de Madrid,La Liga,,,,,,,,,
121483,Jan Oblak,#13,Goalkeeper,Atlético de Madrid,La Liga,3,-,,-,-,-,3,1,270'
889435,Obed Vargas,#3,Midfield,Atlético de Madrid,La Liga,,,,,,,,,
250845,José María Giménez,#2,Defender,Atlético de Madrid,La Liga,2,-,-,1,-,-,,,35'
1460961,Jorge Domínguez,#27,Defender,Atlético de Madrid,La Liga,1,-,-,1,-,-,,,45'
74229,Koke,#6,Midfield,Atlético de Madrid,La Liga,3,-,-,-,-,-,,,162'
242359,Juan Musso,#1,Goalkeeper,Atlético de Madrid,La Liga,,,,,,,,,
205562,Thomas Lemar,#15,Midfield,Atlético de Madrid,La Liga,,,,,,,,,
618813,Carlos Martín,#12,Forward,Atlético de Madrid,La Liga,1,-,-,-,-,-,,,57'
802046,Arnau Ortiz,#16,Forward,Atlético de Madrid,La Liga,2,-,-,-,-,-,,,81'
945763,Dani Martinez,#30,Defender,Atlético de Madrid,La Liga,1,-,-,-,-,-,,,90'
495621,Antonio Blanco,#8,Midfield,Deportivo Alavés,La Liga,3,-,-,1,-,-,,,270'
302371,Toni Martínez,#11,Forward,Deportivo Alavés,La Liga,3,-,-,-,-,-,,,234'
298197,Antonio Sivera,#1,Goalkeeper,Deportivo Alavés,La Liga,3,-,,1,-,-,1,2,270'
334222,Lucas Boyé,#15,Forward,Deportivo Alavés,La Liga,2,1,-,-,-,-,,,144'
634427,Miguel Rodríguez,#22,Forward,Deportivo Alavés,La Liga,,,,,,,,,
785353,Pablo Ibáñez,#19,Midfield,Deportivo Alavés,La Liga,3,-,-,-,-,-,,,270'
741289,Youssef Enríquez,#3,Defender,Deportivo Alavés,La Liga,3,-,-,-,-,-,,,81'
1124136,Ángel Pérez,#7,Forward,Deportivo Alavés,La Liga,3,-,1,-,-,-,,,216'
860992,Nicolás Valentini,#2,Defender,Deportivo Alavés,La Liga,1,-,-,1,-,-,,,10'
284854,Carles Aleñá,#10,Midfield,Deportivo Alavés,La Liga,2,-,-,-,-,-,,,11'
533568,Nahuel Tenaglia,#14,Defender,Deportivo Alavés,La Liga,3,1,-,1,-,-,,,270'
