player_name,number,position,club,league,played,goals,assists,yellow_cards,second_yellows,red_cards,conceded,clean_sheets,minutes
Pablo Rosario,#8,Defensive Midfield,OGC Nice,Ligue 1,10,-,-,2,-,-,,,743'
Morgan Schneiderlin,#6,Defensive Midfield,OGC Nice,Ligue 1,2,-,-,-,-,-,,,17'
Hicham Boudaoui,#28,Right Winger,OGC Nice,Ligue 1,8,2,1,2,-,-,,,494'
Robson Bambu,#3,Centre-Back,OGC Nice,Ligue 1,-,-,-,-,-,-,,,-
Lucas Da Cunha,#29,Left Winger,OGC Nice,Ligue 1,5,-,1,-,-,-,,,113'
Evann Guessand,#24,Centre-Forward,OGC Nice,Ligue 1,4,1,-,1,-,-,,,81'
Dante,#4,Centre-Back,OGC Nice,Ligue 1,10,-,-,2,-,-,,,900'
Melvin Bard,#26,Left-Back,OGC Nice,Ligue 1,9,1,1,-,-,-,,,728'
Orestis Karnezis,,Goalkeeper,LOSC Lille,,,,,,,,,,
Adam Jakubech,#16,Goalkeeper,LOSC Lille,Champions League,-,-,,-,-,-,-,-,-
Eugenio Pizzuto,#15,Defensive Midfield,LOSC Lille,,,,,,,,,,
Ihsan Sacko,,Attacking Midfield,OGC Nice,,,,,,,,,,
Deji Sotona,#34,Left Winger,OGC Nice,,,,,,,,,,
Teddy Boulhendi,#16,Goalkeeper,OGC Nice,Ligue 1,-,-,,-,-,-,-,-,-
Jérémy Doku,#11,Right Winger,Stade Rennais,Ligue 1,3,-,-,-,-,-,,,151'
Gaëtan Laborde,#24,Centre-Forward,Stade Rennais,Ligue 1,11,7,1,2,-,-,,,932'
Benjamin Bourigeaud,#14,Central Midfield,Stade Rennais,Ligue 1,11,-,2,1,-,-,,,926'
Lovro Majer,#21,Attacking Midfield,Stade Rennais,Champions League Qu.,8,2,3,-,-,-,,,615'
Martin Terrier,#7,Left Winger,Stade Rennais,Ligue 1,10,3,-,-,-,-,,,694'
Serhou Guirassy,#9,Centre-Forward,Stade Rennais,Ligue 1,11,1,-,-,-,-,,,388'
Adrien Truffert,#3,Left-Back,Stade Rennais,Ligue 1,4,-,-,-,-,-,,,101'
Baptiste Santamaria,#8,Defensive Midfield,Stade Rennais,Ligue 1,8,-,1,2,-,-,,,405'
Gabriel Gudmundsson,#5,Left-Back,LOSC Lille,Ligue 1,7,-,-,-,-,-,,,274'
Kamaldeen Sulemana,#10,Left Winger,Stade Rennais,Ligue 1,11,4,1,2,-,-,,,686'
Hamari Traoré,#27,Right-Back,Stade Rennais,Ligue 1,10,-,3,2,-,-,,,888'
Seko Fofana,#8,Central Midfield,Lens,Ligue 1,11,3,-,1,-,-,,,990'
Facundo Medina,#14,Centre-Back,Lens,Ligue 1,9,1,-,3,-,-,,,792'
Gaël Kakuta,#10,Attacking Midfield,Lens,Ligue 1,9,1,-,1,-,-,,,610'
Jonathan Clauss,#11,Right-Back,Lens,Ligue 1,11,1,4,-,-,-,,,901'
Ignatius Ganago,#9,Centre-Forward,Lens,Ligue 1,7,3,-,1,-,-,,,385'
Cheick Doucouré,#28,Defensive Midfield,Lens,Ligue 1,9,-,2,1,-,1,,,775'
Kevin Danso,#4,Centre-Back,Lens,Ligue 1,9,-,1,2,-,1,,,684'
Wuilker Fariñez,#1,Goalkeeper,Lens,Ligue 1,-,-,,-,-,-,-,-,-
Jonathan Gradit,#24,Centre-Back,Lens,Ligue 1,10,-,-,1,-,-,,,893'
Marcin Bulka,#1,Goalkeeper,OGC Nice,Ligue 1,-,-,,-,-,-,-,-,-
Massadio Haidara,#21,Left-Back,Lens,Ligue 1,3,-,-,-,-,-,,,40'
Nayef Aguerd,#6,Centre-Back,Stade Rennais,Ligue 1,11,1,-,1,-,-,,,990'
Alfred Gomis,#16,Goalkeeper,Stade Rennais,Ligue 1,10,-,,-,-,-,7,5,900'
Jordan Lotomba,#23,Right-Back,OGC Nice,Ligue 1,7,-,-,1,-,-,,,268'
Birger Meling,#25,Left-Back,Stade Rennais,Ligue 1,10,-,2,1,-,-,,,868'
Arnaud Kalimuendo,#15,Centre-Forward,Lens,Ligue 1,9,2,-,1,-,-,,,442'
Jonas Martin,#28,Central Midfield,Stade Rennais,Ligue 1,5,1,-,3,-,-,,,406'
Flavien Tait,#20,Central Midfield,Stade Rennais,Ligue 1,11,2,2,-,-,-,,,952'
Romain Salin,#1,Goalkeeper,Stade Rennais,Conference League,1,-,,-,-,-,2,-,90'
Pépé Bonet,#30,Goalkeeper,Stade Rennais,Conference League,-,-,,-,-,-,-,-,-
Lorenz Assignon,#22,Right-Back,Stade Rennais,Ligue 1,4,-,-,-,-,-,,,138'
Matthis Abline,#18,Centre-Forward,Stade Rennais,Ligue 1,7,-,-,-,-,-,,,97'
Loïc Badé,#4,Centre-Back,Stade Rennais,Ligue 1,6,-,-,1,1,-,,,434'
Florian Sotoca,#7,Centre-Forward,Lens,Ligue 1,11,2,3,2,-,-,,,816'
Corentin Jean,#25,Centre-Forward,Lens,Ligue 1,5,-,-,1,-,-,,,45'
Deiver Machado,#3,Left-Back,Lens,Ligue 1,10,-,-,1,-,-,,,299'
Jérémy Gélin,,Centre-Back,Stade Rennais,,,,,,,,,,
Wesley Saïd,#22,Left Winger,Lens,Ligue 1,7,3,-,2,-,-,,,226'
José Fonte,#6,Centre-Back,LOSC Lille,Ligue 1,11,-,2,1,-,-,,,990'
David Costa,#20,Attacking Midfield,Lens,Ligue 1,6,-,-,1,-,-,,,162'
Jules Keita,,Left Winger,Lens,,,,,,,,,,
Charles Boli,#27,Left Midfield,Lens,National 2 - Grp. B,2,-,-,-,-,-,,,158'
Yannick Cahuzac,#18,Defensive Midfield,Lens,Ligue 1,8,-,-,-,-,-,,,302'
Valentino Lesieur,#30,Goalkeeper,Lens,National 2 - Grp. B,-,-,,-,-,-,-,-,-
Neymar,#10,Left Winger,Paris SG,Ligue 1,6,1,2,1,-,-,,,495'
Christopher Wooh,#5,Centre-Back,Lens,Ligue 1,5,-,-,1,-,-,,,386'
Lionel Messi,#30,Right Winger,Paris SG,Ligue 1,4,-,-,-,-,-,,,280'
Marquinhos,#5,Centre-Back,Paris SG,Ligue 1,7,-,-,2,-,-,,,630'
Jean-Louis Leca,#16,Goalkeeper,Lens,Ligue 1,11,-,,3,-,-,12,3,990'
Achraf Hakimi,#2,Right-Back,Paris SG,Ligue 1,11,3,2,1,-,1,,,791'
Gianluigi Donnarumma,#50,Goalkeeper,Paris SG,Ligue 1,4,-,,1,-,-,4,1,360'
Flavius Daniliuc,#5,Centre-Back,OGC Nice,Ligue 1,7,-,-,-,-,-,,,287'
Presnel Kimpembe,#3,Centre-Back,Paris SG,Ligue 1,11,-,-,2,-,-,,,905'
Nuno Mendes,#25,Left-Back,Paris SG,Ligue 1,5,-,-,2,-,-,,,355'
Marco Verratti,#6,Central Midfield,Paris SG,Ligue 1,5,-,-,3,-,-,,,358'
Boubacar Kamara,#4,Defensive Midfield,Marseille,Ligue 1,9,1,-,1,-,-,,,655'
Duje Caleta-Car,#15,Centre-Back,Marseille,Ligue 1,4,-,-,1,-,-,,,315'
Arkadiusz Milik,#9,Centre-Forward,Marseille,Ligue 1,3,1,-,-,-,-,,,212'
Mauro Icardi,#9,Centre-Forward,Paris SG,Ligue 1,9,3,-,1,-,-,,,479'
Mattéo Guendouzi,#6,Central Midfield,Marseille,Ligue 1,10,3,2,1,-,-,,,779'
Cengiz Ünder,#17,Right Winger,Marseille,Ligue 1,9,3,-,-,1,-,,,674'
Kylian Mbappé,#7,Centre-Forward,Paris SG,Ligue 1,11,5,4,2,-,-,,,968'
Valentin Rongier,#21,Central Midfield,Marseille,Ligue 1,9,-,1,1,-,-,,,586'
Przemyslaw Frankowski,#29,Left Midfield,Lens,Ligue 1,11,3,3,-,-,-,,,778'
Amine Harit,#7,Attacking Midfield,Marseille,Ligue 1,5,1,1,1,-,-,,,242'
Pape Gueye,#22,Defensive Midfield,Marseille,Ligue 1,10,-,1,2,-,-,,,388'
Téji Savanier,#11,Central Midfield,Montpellier,Ligue 1,10,3,4,3,-,-,,,893'
