player_name,number,position,club,league,played,goals,assists,yellow_cards,second_yellows,red_cards,conceded,clean_sheets,minutes
Bruno Fuchs,#3,Centre-Back,CSKA Moscow,U19 M-Liga,1,-,-,-,-,-,,,59'
Maksim Mukhin,#6,Defensive Midfield,CSKA Moscow,Premier Liga,9,-,-,4,-,-,,,710'
Alan Dzagoev,#10,Central Midfield,CSKA Moscow,Premier Liga,9,-,1,1,-,-,,,382'
Anton Zabolotnyi,#91,Centre-Forward,CSKA Moscow,Premier Liga,8,2,1,-,1,-,,,525'
Jaka Bijol,#29,Defensive Midfield,CSKA Moscow,Premier Liga,10,1,1,1,-,-,,,778'
Kristijan Bistrovic,#25,Central Midfield,CSKA Moscow,Premier Liga,4,1,-,-,-,-,,,163'
Georgiy Shchennikov,#42,Left-Back,CSKA Moscow,Premier Liga,1,-,-,-,-,-,,,90'
Igor Kalinin,#13,Left-Back,Rostov,Premier Liga,4,-,-,1,-,-,,,341'
Viktor Vasin,#5,Centre-Back,CSKA Moscow,Premier Liga,3,-,-,-,-,-,,,270'
Cédric Gogoua,#27,Centre-Back,CSKA Moscow,,,,,,,,,,
Emil Bohinen,#88,Central Midfield,CSKA Moscow,Premier Liga,5,-,-,2,-,-,,,169'
Kirill Nababkin,#14,Right-Back,CSKA Moscow,Premier Liga,4,-,-,-,-,-,,,170'
Arsen Zakharyan,#47,Central Midfield,Dynamo Moscow,Premier Liga,10,2,3,2,-,-,,,855'
Nikola Moro,#8,Defensive Midfield,Dynamo Moscow,Premier Liga,10,-,1,-,-,-,,,822'
Sebastian Szymanski,#53,Attacking Midfield,Dynamo Moscow,Premier Liga,10,3,3,3,-,-,,,834'
Danila Proshlyakov,#31,Centre-Forward,Rostov,,,,,,,,,,
Vladislav Yakovlev,#46,Centre-Forward,CSKA Moscow,Premier Liga,8,1,-,1,-,-,,,176'
Konstantin Tyukavin,#70,Centre-Forward,Dynamo Moscow,Premier Liga,10,2,1,-,-,-,,,614'
Daniil Lesovoy,#19,Left Winger,Dynamo Moscow,Premier Liga,1,-,-,-,-,-,,,84'
Denis Makarov,#25,Right Midfield,Dynamo Moscow,Premier Liga,9,1,1,2,-,-,,,582'
Dmitri Skopintsev,#7,Left-Back,Dynamo Moscow,Premier Liga,10,-,2,2,-,-,,,388'
Danila Sukhomlinov,#76,Attacking Midfield,Rostov,Premier Liga,8,-,1,2,-,-,,,334'
Ivan Ordets,#18,Centre-Back,Dynamo Moscow,Premier Liga,10,-,-,2,-,-,,,900'
Vladislav Torop,#49,Goalkeeper,CSKA Moscow,U19 M-Liga,5,-,,-,-,-,4,3,450'
Matvey Safonov,#39,Goalkeeper,Krasnodar,Premier Liga,9,-,,-,-,-,7,5,810'
Grzegorz Krychowiak,#3,Defensive Midfield,Krasnodar,Premier Liga,8,1,2,-,1,-,,,657'
Kirill Folmer,#25,Right Midfield,Rostov,Premier Liga,8,-,1,-,-,-,,,309'
Viktor Claesson,#16,Left Winger,Krasnodar,Premier Liga,10,-,1,2,-,-,,,739'
Rémy Cabella,#7,Attacking Midfield,Krasnodar,Premier Liga,10,3,3,2,-,-,,,775'
Wanderson,#10,Right Winger,Krasnodar,,,,,,,,,,
Tonny Vilhena,#52,Central Midfield,Krasnodar,Premier Liga,6,2,-,2,-,-,,,454'
Uros Spajic,#5,Centre-Back,Krasnodar,Premier Liga,4,1,-,-,-,1,,,286'
Sergey Petrov,#98,Right-Back,Krasnodar,Premier Liga,4,-,-,1,-,-,,,356'
Quincy Promes,#24,Left Winger,Spartak Moscow,Premier Liga,6,2,-,-,-,-,,,418'
Jordan Larsson,#11,Centre-Forward,Spartak Moscow,Premier Liga,8,-,-,1,-,-,,,524'
Roman Zobnin,#47,Central Midfield,Spartak Moscow,Premier Liga,7,2,-,2,-,-,,,560'
Aleksandr Maksimenko,#98,Goalkeeper,Spartak Moscow,Premier Liga,10,-,,-,-,-,8,4,900'
Baktiyar Zaynutdinov,#19,Attacking Midfield,CSKA Moscow,Premier Liga,6,1,-,-,-,-,,,289'
Samuel Gigot,#2,Centre-Back,Spartak Moscow,Premier Liga,10,-,1,3,-,-,,,895'
Aleksandr Sobolev,#7,Centre-Forward,Spartak Moscow,Premier Liga,9,2,-,4,-,-,,,571'
Georgiy Dzhikiya,#14,Centre-Back,Spartak Moscow,Premier Liga,9,-,1,1,-,-,,,792'
Ezequiel Ponce,#9,Centre-Forward,Spartak Moscow,Premier Liga,7,4,1,-,-,-,,,562'
Pavel Mamaev,#10,Central Midfield,Rostov,Premier Liga,6,-,-,1,-,-,,,370'
Zelimkhan Bakaev,#10,Right Winger,Spartak Moscow,Premier Liga,10,-,2,1,-,-,,,572'
Ayrton Lucas,#6,Left-Back,Spartak Moscow,Premier Liga,10,1,-,1,-,-,,,894'
Nail Umyarov,#18,Defensive Midfield,Spartak Moscow,Premier Liga,8,-,-,2,-,-,,,597'
Artur Yusupov,#6,Central Midfield,Sochi,Premier Liga,8,1,2,-,-,-,,,601'
Ibragim Tsallagov,#15,Defensive Midfield,Sochi,Premier Liga,10,-,1,-,-,-,,,855'
Emanuel Mammana,#24,Centre-Back,Sochi,UECL Qualifiers,1,-,-,-,-,-,,,5'
Mateo Cassierra,#30,Centre-Forward,Sochi,Premier Liga,4,2,-,1,-,-,,,360'
Victorien Angban,#19,Central Midfield,Sochi,Premier Liga,7,-,-,1,-,-,,,347'
Danila Prokhin,#87,Centre-Back,Sochi,Premier Liga,9,-,-,1,-,-,,,725'
Sergey Terekhov,#13,Left-Back,Sochi,Premier Liga,8,1,-,2,-,-,,,595'
Mateo Barac,#4,Centre-Back,Sochi,Premier Liga,9,-,-,1,-,-,,,722'
Joãozinho,#22,Left Winger,Sochi,Premier Liga,8,1,-,-,-,-,,,119'
Roman Evgenjev,#24,Centre-Back,Dynamo Moscow,Premier Liga,3,-,-,-,-,-,,,120'
Reziuan Mirzov,#77,Left Winger,Khimki,Premier Liga,8,-,-,1,-,-,,,379'
Ilya Lantratov,#22,Goalkeeper,Khimki,Premier Liga,10,-,,-,-,-,15,3,900'
Filip Dagerstal,#3,Centre-Back,Khimki,Premier Liga,9,-,-,2,-,-,,,801'
Kemal Ademi,#9,Centre-Forward,Khimki,Premier Liga,6,-,1,1,-,-,,,400'
Bryan Idowu,#4,Left-Back,Khimki,Premier Liga,10,-,-,-,-,-,,,900'
Dmitri Tikhiy,#6,Centre-Back,Khimki,Premier Liga,6,-,-,4,-,-,,,540'
Jhon Córdoba,#9,Centre-Forward,Krasnodar,Premier Liga,9,5,3,1,-,-,,,615'
Egor Danilkin,#15,Centre-Back,Khimki,Premier Liga,9,-,-,-,-,-,,,749'
Aleksandr Filin,#25,Centre-Back,Khimki,Premier Liga,8,-,-,1,-,-,,,720'
Denis Glushakov,#8,Central Midfield,Khimki,Premier Liga,10,6,-,2,-,-,,,842'
Cristian Ramírez,#6,Left-Back,Krasnodar,Premier Liga,9,-,-,3,-,-,,,725'
Kirill Bozhenov,#87,Right-Back,Khimki,Premier Liga,5,-,-,1,-,-,,,393'
Dmitri Barinov,#6,Defensive Midfield,Loko Moscow,Premier Liga,8,-,-,3,2,-,,,675'
Fabián Balbuena,#5,Centre-Back,Dynamo Moscow,Premier Liga,9,-,-,1,-,-,,,810'
Pablo,#3,Centre-Back,Loko Moscow,Premier Liga,7,-,-,2,-,-,,,459'
Anton Miranchuk,#11,Attacking Midfield,Loko Moscow,Premier Liga,4,-,1,-,-,-,,,72'
Elmir Nabiullin,#11,Left-Back,Khimki,Premier Liga,8,-,1,-,-,-,,,639'
François Kamano,#25,Left Winger,Loko Moscow,Premier Liga,10,2,-,3,-,-,,,719'
Gyrano Kerk,#7,Right Winger,Loko Moscow,Premier Liga,4,-,1,-,-,-,,,245'
Victor Moses,#8,Right Midfield,Spartak Moscow,Premier Liga,8,-,-,2,-,-,,,544'
Tin Jedvaj,#16,Centre-Back,Loko Moscow,Premier Liga,6,-,-,3,-,-,,,494'
Rifat Zhemaletdinov,#17,Attacking Midfield,Loko Moscow,Premier Liga,9,3,5,2,-,-,,,591'
Konstantin Maradishvili,#5,Defensive Midfield,Loko Moscow,Premier Liga,7,2,-,1,-,-,,,352'
Khvicha Kvaratskhelia,#21,Left Winger,Rubin Kazan,Premier Liga,8,1,1,2,-,-,,,538'
Filip Uremovic,#5,Centre-Back,Rubin Kazan,Premier Liga,9,-,-,4,-,-,,,738'
Oliver Abildgaard,#28,Defensive Midfield,Rubin Kazan,Premier Liga,8,-,3,4,-,-,,,720'
Fedor Smolov,#9,Centre-Forward,Loko Moscow,Premier Liga,10,6,-,-,-,-,,,815'
Daniil Kulikov,#69,Defensive Midfield,Loko Moscow,Premier Liga,10,-,1,3,-,-,,,762'
Sead Haksabanovic,#99,Left Winger,Rubin Kazan,Premier Liga,10,1,1,1,-,-,,,866'
Djordje Despotovic,#9,Centre-Forward,Rubin Kazan,Premier Liga,7,1,1,2,-,-,,,436'
Aleksandr Troshechkin,#5,Defensive Midfield,Khimki,Premier Liga,8,-,-,2,-,-,,,274'
Oleg Shatov,#8,Attacking Midfield,Rubin Kazan,Premier Liga,3,-,-,1,-,-,,,202'
Diego Laxalt,#93,Left-Back,Dynamo Moscow,Premier Liga,7,-,-,3,-,-,,,630'
Timofey Margasov,#34,Right-Back,Sochi,Premier Liga,9,-,1,2,-,-,,,670'
Vyacheslav Grulev,#20,Centre-Forward,Dynamo Moscow,Premier Liga,8,1,-,-,-,-,,,265'
Yuri Dyupin,#22,Goalkeeper,Rubin Kazan,Premier Liga,10,-,,-,-,-,11,3,900'
Ilya Samoshnikov,#77,Left-Back,Rubin Kazan,Premier Liga,10,1,-,2,-,-,,,810'
Clinton N'Jie,#9,Right Winger,Dynamo Moscow,Premier Liga,9,-,-,-,-,-,,,206'
Sergey Parshivlyuk,#4,Right-Back,Dynamo Moscow,Premier Liga,6,-,1,2,-,-,,,329'
Grigori Morozov,#26,Right-Back,Dynamo Moscow,FNL-2 Group 2,1,-,-,1,-,-,,,90'
Aleksey Ionov,#11,Right Winger,Krasnodar,Premier Liga,8,1,1,-,-,-,,,558'
Guillermo Varela,#2,Right-Back,Dynamo Moscow,Premier Liga,9,-,1,3,-,-,,,614'
Evgeniy Chernov,#18,Left-Back,Krasnodar,Premier Liga,-,-,-,-,-,-,,,-
Vladimir Iljin,#29,Centre-Forward,Krasnodar,Premier Liga,8,1,-,1,-,-,,,149'
Egor Sorokin,#2,Centre-Back,Krasnodar,Premier Liga,9,-,-,-,-,-,,,656'
Aleksandr Martynovich,#4,Centre-Back,Krasnodar,,,,,,,,,,
Dmitri Stotskiy,#89,Right-Back,Krasnodar,Premier Liga,3,-,-,-,-,-,,,6'
Zé Luís,#20,Centre-Forward,Loko Moscow,Premier Liga,3,-,-,2,-,-,,,107'
Aleksandr Chernikov,#53,Defensive Midfield,Krasnodar,Premier Liga,6,-,-,4,1,-,,,484'
Anders Dreyer,#11,Right Winger,Rubin Kazan,Superligaen,6,3,5,-,-,-,,,513'
Jorrit Hendrix,#4,Defensive Midfield,Spartak Moscow,Premier Liga,6,-,-,2,-,-,,,129'
Pavel Maslov,#39,Centre-Back,Spartak Moscow,,,,,,,,,,
Ilya Kutepov,#29,Centre-Back,Spartak Moscow,Premier Liga,2,-,-,-,-,-,,,142'
Nikolay Rasskazov,#92,Right-Back,Spartak Moscow,Premier Liga,8,-,1,4,-,-,,,563'
Aleksandr Lomovitskiy,#17,Right Winger,Spartak Moscow,Premier Liga,7,-,-,1,-,-,,,186'
Aleksandr Selikhov,#57,Goalkeeper,Spartak Moscow,Europa League,-,-,,-,-,-,-,-,-
Sly,#10,Centre-Forward,Dynamo Moscow,Premier Liga,5,-,-,1,-,-,,,65'
Maximiliano Caufriez,#3,Centre-Back,Spartak Moscow,Jupiler Pro League,5,-,-,3,-,-,,,356'
Anton Shunin,#1,Goalkeeper,Dynamo Moscow,Premier Liga,7,-,,-,-,-,8,2,630'
Kirill Zaika,#27,Right-Back,Sochi,Premier Liga,10,-,-,1,-,-,,,637'
Ilya Gaponov,#56,Centre-Back,Spartak Moscow,1.Division,3,-,-,-,-,-,,,267'
Soslan Dzhanaev,#35,Goalkeeper,Sochi,Premier Liga,8,-,,2,-,-,8,2,720'
Kaio,#31,Centre-Back,Krasnodar,Premier Liga,9,-,-,-,-,-,,,718'
Christian Noboa,#16,Central Midfield,Sochi,Premier Liga,8,2,2,2,-,-,,,613'
Dmitri Vorobyev,#7,Centre-Forward,Sochi,Premier Liga,7,-,1,-,-,-,,,289'
Nikolay Zabolotnyi,#12,Goalkeeper,Sochi,UECL Qualifiers,3,-,,-,-,-,3,1,270'
Yuri Gazinskiy,#8,Central Midfield,Krasnodar,Premier Liga,9,1,-,3,-,-,,,650'
Maksim Barsov,#10,Centre-Forward,Sochi,Premier Liga,5,2,-,1,-,-,,,259'
Daniil Fomin,#74,Defensive Midfield,Dynamo Moscow,Premier Liga,10,5,-,2,-,-,,,871'
Ilya Kukharchuk,#44,Right Winger,Khimki,Premier Liga,10,2,-,1,-,-,,,593'
Dusan Stojinovic,#33,Centre-Back,Khimki,Premier Liga,7,-,-,2,-,-,,,492'
Besard Sabovic,#14,Central Midfield,Khimki,Premier Liga,7,-,1,1,-,-,,,373'
Maksim Karpov,#2,Centre-Back,Khimki,Russian Cup,1,-,-,-,-,-,,,90'
Artem Sokolov,#18,Attacking Midfield,Khimki,Premier Liga,8,-,1,2,-,-,,,312'
Igor Yurganov,#20,Centre-Back,Sochi,Premier Liga,6,-,-,1,-,-,,,431'
David Davidyan,#27,Right Winger,Khimki,Champions League Qu.,4,-,-,-,-,-,,,329'
Egor Generalov,#1,Goalkeeper,Khimki,Premier Liga,-,-,,-,-,-,-,-,-
Vitali Sychev,#35,Goalkeeper,Khimki,FNL-2 Group 3,5,-,,-,-,-,6,1,450'
Nikita Burmistrov,#18,Right Winger,Sochi,Premier Liga,8,-,2,1,-,-,,,403'
Dmitri Rybchinskiy,#94,Right Midfield,Loko Moscow,Premier Liga,7,-,1,-,-,-,,,480'
Tino Anjorin,#10,Attacking Midfield,Loko Moscow,Premier Liga,4,-,-,-,-,-,,,89'
Murilo Cerqueira,#27,Centre-Back,Loko Moscow,Premier Liga,2,-,1,1,-,-,,,180'
Aleksandr Dolgov,#10,Centre-Forward,Khimki,Premier Liga,2,-,-,-,-,-,,,62'
Georgi Melkadze,#21,Second Striker,Spartak Moscow,Premier Liga,1,-,-,-,-,-,,,8'
Maciej Rybus,#31,Left-Back,Loko Moscow,Premier Liga,6,-,-,2,-,-,,,474'
Dmitri Zhivoglyadov,#2,Right-Back,Loko Moscow,Premier Liga,7,-,-,1,-,-,,,330'
Alexis Beka Beka,#8,Defensive Midfield,Loko Moscow,Premier Liga,4,-,-,1,-,-,,,259'
Maksim Nenakhov,#24,Right-Back,Loko Moscow,Premier Liga,2,-,-,-,-,-,,,47'
Ivan Ignatjev,#19,Centre-Forward,Rubin Kazan,Premier Liga,5,-,-,-,-,-,,,208'
In-beom Hwang,#6,Central Midfield,Rubin Kazan,Premier Liga,10,2,-,3,-,-,,,817'
Aleksandr Zuev,#23,Left Winger,Rubin Kazan,Premier Liga,2,-,-,1,-,-,,,140'
Ilya Kamyshev,#21,Defensive Midfield,Khimki,Premier Liga,5,-,-,1,-,1,,,109'
Soltmurad Bakaev,#7,Right Winger,Rubin Kazan,Premier Liga,9,-,1,2,-,-,,,353'
Mitsuki Saito,#16,Attacking Midfield,Rubin Kazan,Premier Liga,2,-,-,-,-,-,,,39'
Montassar Talbi,#3,Centre-Back,Rubin Kazan,Premier Liga,5,-,-,-,-,-,,,450'
