id,name,shirtNumber,positionId,position,club,link
448259,Lukas Pinckert,19,2,Defender,SV 07 Elversberg,/lukas-pinckert/profil/spieler/448259
532169,Lukasz Poreba,8,3,Midfield,SV 07 Elversberg,/lukasz-poreba/profil/spieler/532169
522245,Lasse Günther,21,2,Defender,SV 07 Elversberg,/lasse-gunther/profil/spieler/522245
349465,Nicolas Kristof,20,1,Goalkeeper,SV 07 Elversberg,/nicolas-kristof/profil/spieler/349465
521928,Luca Sirch,26,2,Defender,SV 07 Elversberg,/luca-sirch/profil/spieler/521928
337097,Tom Zimmerschied,29,4,Forward,SV 07 Elversberg,/tom-zimmerschied/profil/spieler/337097
815322,Felix Keidel,43,2,Defender,SV 07 Elversberg,/felix-keidel/profil/spieler/815322
430034,Nicholas Mickelson,2,2,Defender,SV 07 Elversberg,/nicholas-mickelson/profil/spieler/430034
207580,Amara Condé,6,3,Midfield,SV 07 Elversberg,/amara-conde/profil/spieler/207580
390661,Jason Ceka,11,4,Forward,SV 07 Elversberg,/jason-ceka/profil/spieler/390661
440386,Maximilian Rohr,31,2,Defender,SV 07 Elversberg,/maximilian-rohr/profil/spieler/440386
604756,Frederik Schmahl,17,3,Midfield,SV 07 Elversberg,/frederik-schmahl/profil/spieler/604756
192840,Jan Gyamerah,30,2,Defender,SV 07 Elversberg,/jan-gyamerah/profil/spieler/192840
352332,Florian Le Joncour,3,2,Defender,SV 07 Elversberg,/florian-le-joncour/profil/spieler/352332
232463,Luca Pfeiffer,16,4,Forward,SV 07 Elversberg,/luca-pfeiffer/profil/spieler/232463
229991,Luca Schnellbacher,24,4,Forward,SV 07 Elversberg,/luca-schnellbacher/profil/spieler/229991
910538,Raif Adam,15,4,Forward,SV 07 Elversberg,/raif-adam/profil/spieler/910538
453307,Filimon Gerezgiher,27,4,Forward,SV 07 Elversberg,/filimon-gerezgiher/profil/spieler/453307
85534,Tim Boss,28,1,Goalkeeper,SV 07 Elversberg,/tim-boss/profil/spieler/85534
806007,Luis Seifert,4,2,Defender,SV 07 Elversberg,/luis-seifert/profil/spieler/806007
44536,Frank Lehmann,1,1,Goalkeeper,SV 07 Elversberg,/frank-lehmann/profil/spieler/44536
1159486,Elias Etringer,12,1,Goalkeeper,SV 07 Elversberg,/elias-etringer/profil/spieler/1159486
816585,Can Uzun,42,3,Midfield,Eintracht Frankfurt,/can-uzun/profil/spieler/816585
333647,Jonathan Burkardt,9,4,Forward,Eintracht Frankfurt,/jonathan-burkardt/profil/spieler/333647
931838,Hugo Larsson,16,3,Midfield,Eintracht Frankfurt,/hugo-larsson/profil/spieler/931838
939964,Jean-Mattéo Bahoya,19,4,Forward,Eintracht Frankfurt,/jean-matteo-bahoya/profil/spieler/939964
526845,Noah Atubolu,1,1,Goalkeeper,Eintracht Frankfurt,/noah-atubolu/profil/spieler/526845
699783,Raphael Onyedika,25,3,Midfield,Eintracht Frankfurt,/raphael-onyedika/profil/spieler/699783
684315,Nnamdi Collins,34,2,Defender,Eintracht Frankfurt,/nnamdi-collins/profil/spieler/684315
358504,Ritsu Doan,20,4,Forward,Eintracht Frankfurt,/ritsu-doan/profil/spieler/358504
429874,Ansgar Knauff,7,4,Forward,Eintracht Frankfurt,/ansgar-knauff/profil/spieler/429874
846310,Oscar Højlund,6,3,Midfield,Eintracht Frankfurt,/oscar-hojlund/profil/spieler/846310
855015,Farès Chaïbi,8,3,Midfield,Eintracht Frankfurt,/fares-chaibi/profil/spieler/855015
904974,Noël Aséko,15,3,Midfield,Eintracht Frankfurt,/noel-aseko/profil/spieler/904974
328784,Robin Koch,4,2,Defender,Eintracht Frankfurt,/robin-koch/profil/spieler/328784
799993,Ayoube Amaimouni-Echghouyab,29,4,Forward,Eintracht Frankfurt,/ayoube-amaimouni-echghouyab/profil/spieler/799993
692368,Younes Ebnoutalib,11,4,Forward,Eintracht Frankfurt,/younes-ebnoutalib/profil/spieler/692368
997861,Kauã Santos,40,1,Goalkeeper,Eintracht Frankfurt,/kaua-santos/profil/spieler/997861
1146988,Keita Kosugi,26,2,Defender,Eintracht Frankfurt,/keita-kosugi/profil/spieler/1146988
1184986,Love Arrhov,31,3,Midfield,Eintracht Frankfurt,/love-arrhov/profil/spieler/1184986
744857,Elias Baum,2,2,Defender,Eintracht Frankfurt,/elias-baum/profil/spieler/744857
1259986,Malik Pimpong,35,4,Forward,Eintracht Frankfurt,/malik-pimpong/profil/spieler/1259986
74842,Mario Götze,27,3,Midfield,Eintracht Frankfurt,/mario-gotze/profil/spieler/74842
591193,Niels Nkounkou,48,2,Defender,Eintracht Frankfurt,/niels-nkounkou/profil/spieler/591193
1094885,Otávio,5,2,Defender,Eintracht Frankfurt,/otavio/profil/spieler/1094885
448177,Jessic Ngankam,0,4,Forward,Eintracht Frankfurt,/jessic-ngankam/profil/spieler/448177
49723,Timothy Chandler,22,2,Defender,Eintracht Frankfurt,/timothy-chandler/profil/spieler/49723
40034,Jens Grahl,33,1,Goalkeeper,Eintracht Frankfurt,/jens-grahl/profil/spieler/40034
1079622,Amil Siljevic,39,1,Goalkeeper,Eintracht Frankfurt,/amil-siljevic/profil/spieler/1079622
597432,Leopold Querfeld,14,2,Defender,1.FC Union Berlin,/leopold-querfeld/profil/spieler/597432
1035765,Ilyas Ansah,10,4,Forward,1.FC Union Berlin,/ilyas-ansah/profil/spieler/1035765
692737,Aljoscha Kemlein,6,3,Midfield,1.FC Union Berlin,/aljoscha-kemlein/profil/spieler/692737
798043,Tom Rothe,15,2,Defender,1.FC Union Berlin,/tom-rothe/profil/spieler/798043
392964,Emmanuel Latte Lath,29,4,Forward,1.FC Union Berlin,/emmanuel-latte-lath/profil/spieler/392964
583699,Andrej Ilic,23,4,Forward,1.FC Union Berlin,/andrej-ilic/profil/spieler/583699
738774,Zeno Van Den Bosch,4,2,Defender,1.FC Union Berlin,/zeno-van-den-bosch/profil/spieler/738774
454863,András Schäfer,13,3,Midfield,1.FC Union Berlin,/andras-schafer/profil/spieler/454863
237658,Michel Aebischer,20,3,Midfield,1.FC Union Berlin,/michel-aebischer/profil/spieler/237658
519872,Livan Burcu,9,4,Forward,1.FC Union Berlin,/livan-burcu/profil/spieler/519872
