player_name,number,position,club,league,played,goals,assists,yellow_cards,second_yellows,red_cards,conceded,clean_sheets,minutes
Naouirou Ahamada,#32,Defensive Midfield,VfB Stuttgart,Regionalliga Südwest,2,-,1,-,-,-,,,109'
Philipp Klement,#21,Attacking Midfield,VfB Stuttgart,Bundesliga,5,1,-,-,-,-,,,320'
Nikolas Nartey,#28,Central Midfield,VfB Stuttgart,Bundesliga,1,-,-,-,-,-,,,14'
Clinton Mola,#6,Defensive Midfield,VfB Stuttgart,Bundesliga,1,-,-,-,-,-,,,-
Lilian Egloff,#25,Attacking Midfield,VfB Stuttgart,,,,,,,,,,
Mohamed Sankoh,#44,Centre-Forward,VfB Stuttgart,Bundesliga,1,-,-,-,-,-,,,4'
Ömer Beyaz,#34,Attacking Midfield,VfB Stuttgart,Bundesliga,2,-,-,-,-,-,,,35'
Hiroki Ito,#37,Centre-Back,VfB Stuttgart,Bundesliga,3,-,-,-,-,-,,,109'
Omar Marmoush,#17,Centre-Forward,VfB Stuttgart,Bundesliga,6,1,1,1,-,-,,,368'
Enzo Millot,#8,Central Midfield,VfB Stuttgart,Bundesliga,2,-,-,-,-,-,,,30'
Momo Cissé,#29,Right Winger,VfB Stuttgart,,,,,,,,,,
Florian Schock,#42,Goalkeeper,VfB Stuttgart,Regionalliga Südwest,6,-,,-,-,-,12,-,540'
Roland Sallai,#22,Right Winger,SC Freiburg,Bundesliga,7,1,1,-,-,-,,,358'
Nico Schlotterbeck,#4,Centre-Back,SC Freiburg,Bundesliga,7,-,-,1,-,-,,,630'
Christian Günter,#30,Left-Back,SC Freiburg,Bundesliga,7,-,3,-,-,-,,,630'
Vincenzo Grifo,#32,Left Winger,SC Freiburg,Bundesliga,7,2,-,-,-,-,,,479'
Ermedin Demirovic,#11,Centre-Forward,SC Freiburg,Bundesliga,6,-,-,2,-,-,,,66'
Hamadi Al Ghaddioui,#18,Centre-Forward,VfB Stuttgart,Bundesliga,6,2,1,1,-,-,,,285'
Maximilian Eggestein,#8,Central Midfield,SC Freiburg,Bundesliga,6,-,1,-,-,-,,,265'
Keven Schlotterbeck,#31,Centre-Back,SC Freiburg,Bundesliga,1,-,-,-,-,-,,,-
Janik Haberer,#19,Central Midfield,SC Freiburg,Bundesliga,7,-,-,-,-,-,,,188'
Lucas Höler,#9,Centre-Forward,SC Freiburg,Bundesliga,7,2,1,-,-,-,,,541'
Woo-yeong Jeong,#29,Right Winger,SC Freiburg,Bundesliga,7,2,-,-,-,-,,,458'
Fabian Bredlow,#33,Goalkeeper,VfB Stuttgart,DFB-Pokal,1,-,,-,-,-,-,1,90'
Sven Ulreich,#26,Goalkeeper,FC Bayern ,DFB-Pokal,1,-,,-,-,-,-,1,90'
Nils Petersen,#18,Centre-Forward,SC Freiburg,Bundesliga,4,1,-,-,-,-,,,75'
Yannik Keitel,#14,Defensive Midfield,SC Freiburg,Bundesliga,7,-,-,1,-,-,,,438'
Dominique Heintz,#23,Centre-Back,SC Freiburg,Bundesliga,1,-,-,-,-,-,,,28'
Nicolas Höfler,#27,Defensive Midfield,SC Freiburg,Bundesliga,5,-,-,1,-,-,,,376'
Manuel Gulde,#5,Centre-Back,SC Freiburg,Bundesliga,5,-,-,1,-,-,,,357'
Kevin Schade,#20,Right Winger,SC Freiburg,Bundesliga,4,-,-,2,-,-,,,127'
Mark Flekken,#26,Goalkeeper,SC Freiburg,Bundesliga,7,-,,-,-,-,5,3,630'
Benjamin Uphoff,#1,Goalkeeper,SC Freiburg,3. Liga,1,-,,-,-,-,1,-,90'
Kiliann Sildillia,#25,Centre-Back,SC Freiburg,3. Liga,9,1,-,2,-,-,,,810'
Noah Weißhaupt,#33,Left Winger,SC Freiburg,3. Liga,4,-,1,-,-,-,,,358'
Noah Atubolu,#21,Goalkeeper,SC Freiburg,3. Liga,9,-,,-,-,-,12,5,810'
Chris Führich,#22,Right Winger,VfB Stuttgart,Bundesliga,2,-,-,-,-,-,,,109'
Kimberly Ezekwem,#24,Left-Back,SC Freiburg,3. Liga,2,-,-,-,-,-,,,149'
Dani Olmo,#25,Attacking Midfield,RB Leipzig,Bundesliga,2,-,-,-,-,-,,,115'
Christopher Nkunku,#18,Attacking Midfield,RB Leipzig,Bundesliga,7,4,2,-,-,-,,,580'
André Silva,#33,Centre-Forward,RB Leipzig,Bundesliga,7,2,2,-,-,-,,,423'
Angeliño,#3,Left-Back,RB Leipzig,Bundesliga,4,-,1,1,-,-,,,299'
Lukas Klostermann,#16,Right-Back,RB Leipzig,Bundesliga,6,-,1,1,-,-,,,460'
Konrad Laimer,#27,Central Midfield,RB Leipzig,Bundesliga,6,1,-,-,-,-,,,146'
Nordi Mukiele,#22,Right-Back,RB Leipzig,Bundesliga,6,1,-,1,-,-,,,309'
Ilaix Moriba,#26,Central Midfield,RB Leipzig,Bundesliga,1,-,-,-,-,-,,,11'
Lukas Kübler,#17,Right-Back,SC Freiburg,Bundesliga,6,1,-,-,-,-,,,447'
Amadou Haidara,#8,Central Midfield,RB Leipzig,Bundesliga,7,2,-,-,-,-,,,488'
Yussuf Poulsen,#9,Centre-Forward,RB Leipzig,Bundesliga,6,1,-,-,-,-,,,216'
Evan N'Dicka,#2,Centre-Back,E. Frankfurt,Bundesliga,6,-,-,2,-,-,,,540'
Daichi Kamada,#15,Attacking Midfield,E. Frankfurt,Bundesliga,6,-,-,-,-,-,,,338'
Filip Kostic,#10,Left Midfield,E. Frankfurt,Bundesliga,6,2,3,-,-,-,,,459'
Rafael Borré,#19,Centre-Forward,E. Frankfurt,Bundesliga,7,1,1,1,-,-,,,547'
Djibril Sow,#8,Central Midfield,E. Frankfurt,Bundesliga,7,-,2,2,-,-,,,618'
Martin Hinteregger,#13,Centre-Back,E. Frankfurt,Bundesliga,7,1,-,2,-,-,,,630'
Jens Petter Hauge,#23,Left Winger,E. Frankfurt,Bundesliga,7,2,-,1,-,-,,,394'
Philipp Lienhart,#3,Centre-Back,SC Freiburg,Bundesliga,7,1,-,-,-,-,,,630'
Philipp Förster,#20,Attacking Midfield,VfB Stuttgart,Bundesliga,3,-,1,2,-,-,,,241'
Sam Lammers,#9,Centre-Forward,E. Frankfurt,Bundesliga,4,1,-,-,-,-,,,216'
Kevin Trapp,#1,Goalkeeper,E. Frankfurt,Bundesliga,7,-,,-,-,-,10,1,630'
Dominik Szoboszlai,#17,Left Winger,RB Leipzig,Bundesliga,6,2,2,-,-,-,,,364'
Robin Knoche,#31,Centre-Back,Union Berlin,Bundesliga,7,-,-,1,-,-,,,630'
Max Kruse,#10,Second Striker,Union Berlin,Bundesliga,7,1,3,1,-,-,,,567'
Rani Khedira,#8,Defensive Midfield,Union Berlin,Bundesliga,7,-,-,2,-,-,,,603'
Grischa Prömel,#21,Central Midfield,Union Berlin,Bundesliga,4,-,-,1,-,-,,,278'
Taiwo Awoniyi,#14,Centre-Forward,Union Berlin,Bundesliga,7,5,-,-,-,-,,,494'
Moussa Diaby,#19,Left Winger,Bay. Leverkusen,Bundesliga,7,4,1,4,-,-,,,586'
Edmond Tapsoba,#12,Centre-Back,Bay. Leverkusen,,,,,,,,,,
Patrik Schick,#14,Centre-Forward,Bay. Leverkusen,Bundesliga,7,6,2,-,-,-,,,546'
Odilon Kossounou,#6,Centre-Back,Bay. Leverkusen,Bundesliga,7,-,-,1,-,-,,,606'
Kerem Demirbay,#10,Central Midfield,Bay. Leverkusen,Bundesliga,7,1,2,2,-,-,,,562'
Lucas Alario,#13,Centre-Forward,Bay. Leverkusen,Bundesliga,3,-,-,1,-,-,,,35'
Jesper Lindström,#29,Attacking Midfield,E. Frankfurt,Bundesliga,7,-,-,-,-,-,,,371'
Nadiem Amiri,#11,Attacking Midfield,Bay. Leverkusen,Bundesliga,6,1,-,-,-,-,,,134'
Exequiel Palacios,#25,Central Midfield,Bay. Leverkusen,Bundesliga,3,-,-,-,-,-,,,222'
Jeremie Frimpong,#30,Right-Back,Bay. Leverkusen,Bundesliga,7,-,3,2,-,-,,,630'
Erling Haaland,#9,Centre-Forward,Bor. Dortmund,Bundesliga,5,7,4,1,-,-,,,450'
Jude Bellingham,#22,Central Midfield,Bor. Dortmund,Bundesliga,7,1,2,1,-,-,,,595'
Giovanni Reyna,#7,Attacking Midfield,Bor. Dortmund,Bundesliga,3,2,-,-,-,-,,,221'
Raphaël Guerreiro,#13,Left-Back,Bor. Dortmund,Bundesliga,6,3,-,1,-,-,,,488'
Manuel Akanji,#16,Centre-Back,Bor. Dortmund,Bundesliga,7,-,-,1,-,-,,,630'
Donyell Malen,#21,Centre-Forward,Bor. Dortmund,Bundesliga,7,-,1,1,-,-,,,431'
Thorgan Hazard,#10,Left Winger,Bor. Dortmund,Bundesliga,4,1,-,-,-,-,,,161'
Emre Can,#23,Defensive Midfield,Bor. Dortmund,Bundesliga,2,-,-,-,-,-,,,35'
Julian Brandt,#19,Attacking Midfield,Bor. Dortmund,Bundesliga,4,2,-,-,-,-,,,226'
Mahmoud Dahoud,#8,Central Midfield,Bor. Dortmund,Bundesliga,6,-,1,2,1,-,,,484'
Emil Forsberg,#10,Left Winger,RB Leipzig,Bundesliga,7,2,-,-,-,-,,,469'
Tyler Adams,#14,Defensive Midfield,RB Leipzig,Bundesliga,5,-,-,1,-,-,,,335'
Josko Gvardiol,#32,Centre-Back,RB Leipzig,Bundesliga,6,-,1,1,-,-,,,443'
Mohamed Simakan,#2,Centre-Back,RB Leipzig,Bundesliga,7,-,-,-,-,-,,,560'
Jonathan Schmid,#7,Right-Back,SC Freiburg,Bundesliga,2,-,-,-,-,-,,,180'
Péter Gulácsi,#1,Goalkeeper,RB Leipzig,Bundesliga,7,-,,-,-,-,7,3,630'
Kevin Kampl,#44,Central Midfield,RB Leipzig,Bundesliga,6,-,1,1,-,-,,,418'
Benjamin Henrichs,#39,Right-Back,RB Leipzig,Bundesliga,1,-,-,-,-,-,,,16'
Nishan Burkart,#45,Centre-Forward,SC Freiburg,3. Liga,5,1,-,1,-,-,,,306'
Marcel Halstenberg,#23,Left-Back,RB Leipzig,,,,,,,,,,
Tuta,#35,Centre-Back,E. Frankfurt,Bundesliga,1,-,-,-,-,-,,,84'
Almamy Touré,#18,Right-Back,E. Frankfurt,Bundesliga,1,-,-,-,-,-,,,61'
Gonçalo Paciência,#39,Centre-Forward,E. Frankfurt,Bundesliga,2,-,-,-,-,-,,,10'
Brian Brobbey,#21,Centre-Forward,RB Leipzig,Bundesliga,3,-,1,-,-,-,,,37'
Sebastian Rode,#17,Central Midfield,E. Frankfurt,DFB-Pokal,1,-,-,1,-,-,,,45'
Josip Stanisic,#44,Right-Back,FC Bayern ,Bundesliga,6,-,-,1,-,-,,,288'
Kristijan Jakic,#6,Defensive Midfield,E. Frankfurt,Champions League Qu.,7,1,1,2,-,-,,,548'
Aymen Barkok,#27,Attacking Midfield,E. Frankfurt,Bundesliga,2,-,-,-,-,-,,,62'
Amin Younes,#32,Attacking Midfield,E. Frankfurt,DFB-Pokal,1,-,-,-,-,-,,,37'
Ajdin Hrustic,#7,Central Midfield,E. Frankfurt,Bundesliga,6,-,-,1,-,-,,,263'
Wout Weghorst,#9,Centre-Forward,VfL Wolfsburg,Bundesliga,7,3,1,2,-,-,,,630'
Maxence Lacroix,#4,Centre-Back,VfL Wolfsburg,Bundesliga,7,-,-,-,1,-,,,600'
Xaver Schlager,#24,Central Midfield,VfL Wolfsburg,Bundesliga,3,-,1,1,-,-,,,241'
Ridle Baku,#20,Right Winger,VfL Wolfsburg,Bundesliga,7,2,-,2,-,-,,,510'
Maximilian Arnold,#27,Central Midfield,VfL Wolfsburg,Bundesliga,7,-,-,1,-,-,,,630'
Danny da Costa,#24,Right-Back,E. Frankfurt,Bundesliga,5,-,-,1,-,-,,,298'
John Anthony Brooks,#25,Centre-Back,VfL Wolfsburg,Bundesliga,6,-,1,-,-,-,,,420'
Kevin Mbabu,#19,Right-Back,VfL Wolfsburg,Bundesliga,7,-,-,2,-,-,,,563'
Sebastiaan Bornauw,#3,Centre-Back,VfL Wolfsburg,Bundesliga,4,-,-,1,-,-,,,232'
Dodi Lukébakio,#28,Right Winger,VfL Wolfsburg,Bundesliga,7,1,1,1,-,-,,,445'
Marvin Friedrich,#5,Centre-Back,Union Berlin,Bundesliga,6,-,-,1,1,-,,,540'
Tymoteusz Puchacz,#26,Left-Back,Union Berlin,Conference League,2,-,-,-,-,-,,,88'
Sheraldo Becker,#27,Right Winger,Union Berlin,Bundesliga,2,-,1,1,-,-,,,28'
Genki Haraguchi,#24,Attacking Midfield,Union Berlin,Bundesliga,7,-,1,2,-,-,,,386'
Jonathan Tah,#4,Centre-Back,Bay. Leverkusen,Bundesliga,7,-,1,1,-,-,,,630'
Koen Casteels,#1,Goalkeeper,VfL Wolfsburg,Bundesliga,7,-,,-,-,-,8,3,630'
Kevin Möhwald,#30,Central Midfield,Union Berlin,Bundesliga,2,-,-,-,-,-,,,29'
Pawel Wszolek,#15,Right Winger,Union Berlin,Bundesliga,-,-,-,-,-,-,,,-
Willi Orban,#4,Centre-Back,RB Leipzig,Bundesliga,6,-,-,-,-,-,,,516'
Florian Wirtz,#27,Attacking Midfield,Bay. Leverkusen,Bundesliga,6,4,5,1,-,-,,,367'
Mitchel Bakker,#5,Left-Back,Bay. Leverkusen,Bundesliga,6,1,2,3,-,-,,,534'
Amine Adli,#31,Right Winger,Bay. Leverkusen,Bundesliga,5,-,-,-,-,-,,,156'
Piero Hincapié,#33,Centre-Back,Bay. Leverkusen,Bundesliga,3,-,-,1,-,-,,,127'
Robert Andrich,#8,Central Midfield,Bay. Leverkusen,Bundesliga,4,1,-,-,-,1,,,169'
Lukas Hradecky,#1,Goalkeeper,Bay. Leverkusen,Bundesliga,7,-,,-,-,-,7,3,630'
Charles Aránguiz,#20,Central Midfield,Bay. Leverkusen,Bundesliga,6,-,-,1,-,-,,,519'
Andrey Lunev,#40,Goalkeeper,Bay. Leverkusen,Bundesliga,-,-,,-,-,-,-,-,-
Daley Sinkgraven,#22,Left-Back,Bay. Leverkusen,Bundesliga,2,-,-,-,-,-,,,32'
Karim Bellarabi,#38,Right Winger,Bay. Leverkusen,Bundesliga,4,-,1,-,-,-,,,126'
Gregor Kobel,#1,Goalkeeper,Bor. Dortmund,Bundesliga,7,-,,-,-,-,13,-,630'
Youssoufa Moukoko,#18,Centre-Forward,Bor. Dortmund,Bundesliga,5,-,1,-,-,-,,,78'
Reinier,#20,Attacking Midfield,Bor. Dortmund,Bundesliga,2,-,-,-,-,-,,,26'
Dan-Axel Zagadou,#5,Centre-Back,Bor. Dortmund,,,,,,,,,,
Julian Ryerson,#6,Right-Back,Union Berlin,Bundesliga,7,-,-,1,-,-,,,321'
Marco Reus,#11,Attacking Midfield,Bor. Dortmund,Bundesliga,6,1,4,1,-,-,,,536'
Mats Hummels,#15,Centre-Back,Bor. Dortmund,Bundesliga,5,-,1,1,-,-,,,262'
Axel Witsel,#28,Defensive Midfield,Bor. Dortmund,Bundesliga,7,-,-,1,-,-,,,559'
Levin Öztunali,#7,Central Midfield,Union Berlin,Bundesliga,5,-,-,-,-,-,,,265'
Paulinho,#7,Left Winger,Bay. Leverkusen,Bundesliga,6,-,1,1,-,-,,,244'
Marin Pongracic,#34,Centre-Back,Bor. Dortmund,Bundesliga,4,-,-,1,-,-,,,154'
Marcelo Saracchi,#43,Left-Back,RB Leipzig,,,,,,,,,,
Nico Schulz,#14,Left-Back,Bor. Dortmund,Bundesliga,4,-,-,-,-,-,,,154'
Sidney Raebiger,#37,Central Midfield,RB Leipzig,U19-Bundesliga Nord/Nordost,3,1,2,-,-,-,,,212'
Joscha Wosz,#47,Attacking Midfield,RB Leipzig,UEFA Youth League,2,-,1,-,-,-,,,180'
Hugo Novoa,#10,Centre-Forward,RB Leipzig U19,U19-Bundesliga Nord/Nordost,3,3,1,-,-,-,,,225'
Philipp Tschauner,#13,Goalkeeper,RB Leipzig,,,,,,,,,,
Andrej Kramaric,#27,Centre-Forward,TSG Hoffenheim,Bundesliga,7,1,4,1,-,-,,,630'
Christoph Baumgartner,#14,Attacking Midfield,TSG Hoffenheim,Bundesliga,6,2,-,1,-,-,,,416'
Christopher Lenz,#25,Left-Back,E. Frankfurt,Bundesliga,4,-,-,3,-,-,,,314'
Josep Martínez,#31,Goalkeeper,RB Leipzig,Bundesliga,-,-,,-,-,-,-,-,-
Ihlas Bebou,#9,Right Winger,TSG Hoffenheim,Bundesliga,3,-,-,-,-,-,,,195'
Florian Grillitsch,#11,Defensive Midfield,TSG Hoffenheim,Bundesliga,4,-,-,1,-,-,,,297'
Stefan Posch,#38,Centre-Back,TSG Hoffenheim,Bundesliga,5,-,-,1,-,-,,,320'
Ben Klefisch,#46,Central Midfield,RB Leipzig,U19-Bundesliga Nord/Nordost,5,-,1,2,-,-,,,390'
Dennis Geiger,#8,Central Midfield,TSG Hoffenheim,Bundesliga,4,-,1,1,-,-,,,230'
Pavel Kaderabek,#3,Right-Back,TSG Hoffenheim,Bundesliga,4,1,1,1,-,-,,,281'
Diadié Samassékou,#18,Defensive Midfield,TSG Hoffenheim,Bundesliga,5,-,-,2,-,-,,,265'
Florian Neuhaus,#32,Central Midfield,Bor. M'gladbach,Bundesliga,5,-,-,1,-,-,,,416'
Robert Skov,#29,Right Winger,TSG Hoffenheim,Bundesliga,2,-,-,-,-,-,,,51'
David Raum,#17,Left-Back,TSG Hoffenheim,Bundesliga,7,-,1,1,-,-,,,592'
Denis Zakaria,#8,Defensive Midfield,Bor. M'gladbach,Bundesliga,5,2,1,3,-,-,,,404'
Marcus Thuram,#10,Left Winger,Bor. M'gladbach,Bundesliga,2,-,-,-,-,-,,,46'
Matthias Ginter,#28,Centre-Back,Bor. M'gladbach,Bundesliga,6,-,-,-,-,-,,,513'
Alassane Plea,#14,Centre-Forward,Bor. M'gladbach,Bundesliga,6,1,-,-,-,-,,,387'
Jonas Hofmann,#23,Right Winger,Bor. M'gladbach,Bundesliga,6,2,-,-,-,-,,,424'
Marius Wolf,#39,Right Winger,Bor. Dortmund,Bundesliga,5,-,-,1,-,-,,,115'
Timo Baumgartl,#25,Centre-Back,Union Berlin,Bundesliga,5,-,-,-,-,-,,,383'
Ragnar Ache,#21,Centre-Forward,E. Frankfurt,Bundesliga,3,-,1,-,-,-,,,23'
Stefan Ilsanker,#3,Defensive Midfield,E. Frankfurt,Bundesliga,4,-,-,-,-,-,,,148'
Timothy Chandler,#22,Right-Back,E. Frankfurt,Bundesliga,2,-,-,1,-,-,,,180'
Makoto Hasebe,#20,Defensive Midfield,E. Frankfurt,Bundesliga,2,-,-,-,-,-,,,79'
Fabio Blanco,#28,Right Winger,E. Frankfurt,U19-Bundesliga Süd/Südwest,5,2,1,1,-,-,,,421'
Erik Durm,#37,Right-Back,E. Frankfurt,Bundesliga,5,-,1,1,-,-,,,361'
Frederik Rönnow,#19,Goalkeeper,Union Berlin,Conference League,1,-,,-,-,-,-,1,90'
Diant Ramaj,#40,Goalkeeper,E. Frankfurt,Bundesliga,-,-,,-,-,-,-,-,-
Luca Waldschmidt,#7,Second Striker,VfL Wolfsburg,Bundesliga,4,1,2,1,-,-,,,266'
Ramy Bensebaini,#25,Left-Back,Bor. M'gladbach,Bundesliga,2,-,-,-,-,-,,,135'
Lukas Nmecha,#10,Centre-Forward,VfL Wolfsburg,Bundesliga,6,2,-,-,-,-,,,194'
Paulo Otávio,#6,Left-Back,VfL Wolfsburg,,,,,,,,,,
Breel Embolo,#36,Centre-Forward,Bor. M'gladbach,Bundesliga,4,1,1,-,-,-,,,202'
Jérôme Roussillon,#15,Left-Back,VfL Wolfsburg,Bundesliga,6,1,-,4,-,-,,,397'
Maximilian Philipp,#17,Second Striker,VfL Wolfsburg,Bundesliga,6,-,1,-,-,-,,,384'
Aster Vranckx,#8,Central Midfield,VfL Wolfsburg,Bundesliga,-,-,-,-,-,-,,,-
Josuha Guilavogui,#23,Defensive Midfield,VfL Wolfsburg,Bundesliga,7,-,-,2,-,-,,,378'
Bartosz Bialek,#21,Centre-Forward,VfL Wolfsburg,,,,,,,,,,
Yannick Gerhardt,#31,Central Midfield,VfL Wolfsburg,Bundesliga,5,-,-,-,-,-,,,231'
Paul Jaeckel,#3,Centre-Back,Union Berlin,Bundesliga,4,-,-,-,-,-,,,324'
Niko Gießelmann,#23,Left-Back,Union Berlin,Bundesliga,7,2,1,1,-,-,,,609'
Andreas Voglsammer,#9,Centre-Forward,Union Berlin,Bundesliga,7,1,-,-,-,-,,,161'
Renato Steffen,#11,Left Winger,VfL Wolfsburg,Bundesliga,5,-,1,1,-,-,,,282'
Rick van Drongelen,#4,Centre-Back,Union Berlin,Bundesliga,-,-,-,-,-,-,,,-
Keita Endo,#18,Left Winger,Union Berlin,Bundesliga,1,-,-,-,-,-,,,13'
Christopher Trimmel,#28,Right-Back,Union Berlin,Bundesliga,5,-,-,1,-,-,,,359'
Andreas Luthe,#1,Goalkeeper,Union Berlin,Bundesliga,7,-,,-,-,-,9,2,630'
Cedric Teuchert,#36,Centre-Forward,Union Berlin,Bundesliga,4,-,-,-,-,-,,,65'
Anthony Ujah,#11,Centre-Forward,Union Berlin,,,,,,,,,,
Bastian Oczipka,#20,Left-Back,Union Berlin,,,,,,,,,,
Thomas Meunier,#24,Right-Back,Bor. Dortmund,Bundesliga,5,-,2,2,-,-,,,404'
Timothy Fosu-Mensah,#24,Right-Back,Bay. Leverkusen,,,,,,,,,,
Zidan Sertdemir,#29,Central Midfield,Bay. Leverkusen,U19-Bundesliga West,4,2,2,-,-,-,,,360'
Kevin Behrens,#17,Centre-Forward,Union Berlin,Bundesliga,5,1,2,-,-,-,,,113'
Julian Baumgartlinger,#15,Defensive Midfield,Bay. Leverkusen,Bundesliga,2,-,-,-,-,-,,,7'
Niklas Lomb,#36,Goalkeeper,Bay. Leverkusen,Bundesliga,-,-,,-,-,-,-,-,-
Mateu Morey Bauzà,#2,Right-Back,Bor. Dortmund,,,,,,,,,,
Roman Bürki,#38,Goalkeeper,Bor. Dortmund,,,,,,,,,,
Ansgar Knauff,#36,Left Winger,Bor. Dortmund,3. Liga,5,-,-,1,-,-,,,383'
Emrehan Gedikli,#37,Centre-Forward,Bay. Leverkusen,U19-Bundesliga West,2,2,-,-,-,-,,,161'
Marwin Hitz,#35,Goalkeeper,Bor. Dortmund,Bundesliga,-,-,,-,-,-,-,-,-
Luca Unbehaun,#25,Goalkeeper,Bor. Dortmund,3. Liga,8,-,,1,-,-,9,2,720'
Steffen Tigges,#27,Centre-Forward,Bor. Dortmund,3. Liga,3,2,-,-,-,-,,,252'
Jens Grahl,#31,Goalkeeper,E. Frankfurt,,,,,,,,,,
Felix Passlack,#30,Right-Back,Bor. Dortmund,Bundesliga,3,-,-,-,-,-,,,175'
Enrique Herrero García,#38,Centre-Forward,E. Frankfurt,,,,,,,,,,
Marcel Schmelzer,#29,Left-Back,Bor. Dortmund,,,,,,,,,,
Felix Uduokhai,#19,Centre-Back,FC Augsburg,Bundesliga,3,-,-,-,-,-,,,270'
Soumaïla Coulibaly,#4,Centre-Back,Bor. Dortmund,,,,,,,,,,
Niklas Dorsch,#30,Defensive Midfield,FC Augsburg,Bundesliga,6,-,-,1,-,-,,,504'
Jeffrey Gouweleeuw,#6,Centre-Back,FC Augsburg,Bundesliga,5,-,-,2,-,-,,,450'
Arne Maier,#10,Central Midfield,FC Augsburg,Bundesliga,5,-,1,-,-,-,,,132'
Reece Oxford,#4,Centre-Back,FC Augsburg,Bundesliga,6,-,-,2,-,-,,,540'
Florian Niederlechner,#7,Centre-Forward,FC Augsburg,Bundesliga,7,2,-,-,-,-,,,353'
Carlos Gruezo,#8,Defensive Midfield,FC Augsburg,Bundesliga,4,-,-,2,-,-,,,240'
Robert Gumny,#2,Right-Back,FC Augsburg,Bundesliga,7,-,-,1,-,-,,,624'
Krzysztof Piatek,#9,Centre-Forward,Hertha BSC,Bundesliga,2,1,-,-,-,-,,,51'
Lucas Tousart,#29,Defensive Midfield,Hertha BSC,Bundesliga,7,-,-,1,-,-,,,545'
Niklas Stark,#5,Centre-Back,Hertha BSC,Bundesliga,7,-,-,1,-,-,,,630'
Abdoulaye Kamara,#32,Defensive Midfield,Bor. Dortmund,3. Liga,7,-,-,-,-,-,,,96'
Dedryck Boyata,#4,Centre-Back,Hertha BSC,Bundesliga,5,-,-,-,-,-,,,381'
Santiago Ascacíbar,#18,Defensive Midfield,Hertha BSC,Bundesliga,4,-,-,-,-,-,,,360'
Márton Dárdai,#31,Centre-Back,Hertha BSC,Bundesliga,4,-,1,-,-,-,,,315'
Alexander Schwolow,#1,Goalkeeper,Hertha BSC,Bundesliga,7,-,,-,-,-,20,-,630'
Marco Richter,#23,Right Winger,Hertha BSC,Bundesliga,7,-,1,-,-,-,,,245'
Cedric Itten,#19,Centre-Forward,Greuther Fürth,Bundesliga,4,1,-,-,-,-,,,195'
Martin Pecar,#45,Left Winger,E. Frankfurt,,,,,,,,,,
Jordan Torunarigha,#25,Centre-Back,Hertha BSC,Bundesliga,2,-,-,-,-,-,,,51'
Maximilian Bauer,#4,Centre-Back,Greuther Fürth,Bundesliga,7,-,-,1,-,-,,,630'
Marco Meyerhöfer,#18,Right-Back,Greuther Fürth,Bundesliga,7,1,-,-,-,-,,,630'
Paul Seguin,#33,Central Midfield,Greuther Fürth,Bundesliga,7,-,-,4,-,-,,,628'
Adrian Fein,#6,Defensive Midfield,Greuther Fürth,Bundesliga,2,-,-,-,-,-,,,22'
Jeremy Dudziak,#28,Attacking Midfield,Greuther Fürth,Bundesliga,5,-,1,-,-,-,,,292'
Nico Elvedi,#30,Centre-Back,Bor. M'gladbach,Bundesliga,7,-,-,-,-,-,,,630'
Justin Hoogma,#5,Centre-Back,Greuther Fürth,Bundesliga,3,-,-,1,-,-,,,270'
Jetro Willems,#15,Left-Back,Greuther Fürth,Bundesliga,4,-,-,-,-,-,,,297'
Julian Green,#37,Central Midfield,Greuther Fürth,Bundesliga,5,-,-,-,-,-,,,366'
Jacob Bruun Larsen,#7,Left Winger,TSG Hoffenheim,Bundesliga,7,3,-,-,-,-,,,361'
Munas Dabbur,#10,Centre-Forward,TSG Hoffenheim,Bundesliga,5,1,-,-,-,-,,,167'
Oliver Baumann,#1,Goalkeeper,TSG Hoffenheim,Bundesliga,7,-,,-,-,-,11,2,630'
Kevin Akpoguma,#25,Centre-Back,TSG Hoffenheim,Bundesliga,5,1,1,-,-,-,,,297'
Chris Richards,#28,Centre-Back,TSG Hoffenheim,Bundesliga,5,-,1,-,-,-,,,362'
Panagiotis Retsos,#3,Centre-Back,Bay. Leverkusen,Europa League,1,-,-,-,-,-,,,11'
Sargis Adamyan,#23,Centre-Forward,TSG Hoffenheim,Bundesliga,6,1,-,-,-,-,,,265'
Mijat Gacinovic,#20,Attacking Midfield,TSG Hoffenheim,Bundesliga,4,-,-,1,-,-,,,107'
Kevin Vogt,#22,Centre-Back,TSG Hoffenheim,Bundesliga,7,-,1,1,-,-,,,625'
Iago,#22,Left-Back,FC Augsburg,Bundesliga,5,-,-,-,-,-,,,395'
Hannes Wolf,#11,Attacking Midfield,Bor. M'gladbach,Bundesliga,6,-,-,1,-,-,,,295'
Rubén Vargas,#16,Left Winger,FC Augsburg,Bundesliga,6,-,1,-,-,-,,,497'
Yann Sommer,#1,Goalkeeper,Bor. M'gladbach,Bundesliga,7,-,,-,-,-,10,1,630'
Lars Stindl,#13,Second Striker,Bor. M'gladbach,Bundesliga,7,2,1,3,-,-,,,609'
Luca Netz,#20,Left-Back,Bor. M'gladbach,Bundesliga,5,-,1,1,-,-,,,258'
Christoph Kramer,#6,Defensive Midfield,Bor. M'gladbach,Bundesliga,5,-,-,1,-,-,,,272'
Suat Serdar,#8,Central Midfield,Hertha BSC,Bundesliga,7,2,-,2,-,-,,,606'
